TimeStamp,,,,TimeStamp,,Specification,Value,Unit
16:11:25.507 -> Flow rate: 58.33 L/m,,,,11:25.5,->,Flow rate:,58.33,L/m
16:11:25.602 -> Flow rate: 66.67 L/m,,,,11:25.6,->,Flow rate:,66.67,L/m
16:11:25.681 -> Flow rate: 66.67 L/m,,,,11:25.7,->,Flow rate:,66.67,L/m
16:11:25.776 -> Flow rate: 66.67 L/m,,,,11:25.8,->,Flow rate:,66.67,L/m
16:11:25.871 -> Flow rate: 66.67 L/m,,,,11:25.9,->,Flow rate:,66.67,L/m
16:11:25.967 -> Flow rate: 66.67 L/m,,,,11:26.0,->,Flow rate:,66.67,L/m
16:11:26.108 -> Flow rate: 66.67 L/m,,,,11:26.1,->,Flow rate:,66.67,L/m
16:11:26.203 -> Flow rate: 66.67 L/m,,,,11:26.2,->,Flow rate:,66.67,L/m
16:11:26.299 -> Flow rate: 66.67 L/m,,,,11:26.3,->,Flow rate:,66.67,L/m
16:11:26.394 -> Flow rate: 66.67 L/m,,,,11:26.4,->,Flow rate:,66.67,L/m
16:11:26.475 -> Flow rate: 66.67 L/m,,,,11:26.5,->,Flow rate:,66.67,L/m
16:11:26.572 -> Flow rate: 66.67 L/m,,,,11:26.6,->,Flow rate:,66.67,L/m
16:11:26.699 -> Flow rate: 58.33 L/m,,,,11:26.7,->,Flow rate:,58.33,L/m
16:11:26.794 -> Flow rate: 66.67 L/m,,,,11:26.8,->,Flow rate:,66.67,L/m
16:11:26.874 -> Flow rate: 66.67 L/m,,,,11:26.9,->,Flow rate:,66.67,L/m
16:11:26.969 -> Flow rate: 66.67 L/m,,,,11:27.0,->,Flow rate:,66.67,L/m
16:11:27.064 -> Flow rate: 66.67 L/m,,,,11:27.1,->,Flow rate:,66.67,L/m
16:11:27.192 -> Flow rate: 66.67 L/m,,,,11:27.2,->,Flow rate:,66.67,L/m
16:11:27.287 -> Flow rate: 66.67 L/m,,,,11:27.3,->,Flow rate:,66.67,L/m
16:11:27.367 -> Flow rate: 66.67 L/m,,,,11:27.4,->,Flow rate:,66.67,L/m
16:11:27.494 -> Flow rate: 58.33 L/m,,,,11:27.5,->,Flow rate:,58.33,L/m
16:11:27.576 -> Flow rate: 66.67 L/m,,,,11:27.6,->,Flow rate:,66.67,L/m
16:11:27.704 -> Flow rate: 58.33 L/m,,,,11:27.7,->,Flow rate:,58.33,L/m
16:11:27.798 -> Flow rate: 66.67 L/m,,,,11:27.8,->,Flow rate:,66.67,L/m
16:11:27.893 -> Flow rate: 58.33 L/m,,,,11:27.9,->,Flow rate:,58.33,L/m
16:11:27.989 -> Flow rate: 66.67 L/m,,,,11:28.0,->,Flow rate:,66.67,L/m
16:11:28.085 -> Flow rate: 58.33 L/m,,,,11:28.1,->,Flow rate:,58.33,L/m
16:11:28.179 -> Flow rate: 58.33 L/m,,,,11:28.2,->,Flow rate:,58.33,L/m
16:11:28.275 -> Flow rate: 58.33 L/m,,,,11:28.3,->,Flow rate:,58.33,L/m
16:11:28.401 -> Flow rate: 66.67 L/m,,,,11:28.4,->,Flow rate:,66.67,L/m
16:11:28.496 -> Flow rate: 58.33 L/m,,,,11:28.5,->,Flow rate:,58.33,L/m
16:11:28.608 -> Flow rate: 66.67 L/m,,,,11:28.6,->,Flow rate:,66.67,L/m
16:11:28.671 -> Flow rate: 58.33 L/m,,,,11:28.7,->,Flow rate:,58.33,L/m
16:11:28.798 -> Flow rate: 66.67 L/m,,,,11:28.8,->,Flow rate:,66.67,L/m
16:11:28.892 -> Flow rate: 66.67 L/m,,,,11:28.9,->,Flow rate:,66.67,L/m
16:11:28.987 -> Flow rate: 58.33 L/m,,,,11:29.0,->,Flow rate:,58.33,L/m
16:11:29.081 -> Flow rate: 66.67 L/m,,,,11:29.1,->,Flow rate:,66.67,L/m
16:11:29.175 -> Flow rate: 66.67 L/m,,,,11:29.2,->,Flow rate:,66.67,L/m
16:11:29.271 -> Flow rate: 66.67 L/m,,,,11:29.3,->,Flow rate:,66.67,L/m
16:11:29.366 -> Flow rate: 58.33 L/m,,,,11:29.4,->,Flow rate:,58.33,L/m
16:11:29.479 -> Flow rate: 66.67 L/m,,,,11:29.5,->,Flow rate:,66.67,L/m
16:11:29.575 -> Flow rate: 58.33 L/m,,,,11:29.6,->,Flow rate:,58.33,L/m
16:11:29.670 -> Flow rate: 66.67 L/m,,,,11:29.7,->,Flow rate:,66.67,L/m
16:11:29.765 -> Flow rate: 66.67 L/m,,,,11:29.8,->,Flow rate:,66.67,L/m
16:11:29.892 -> Flow rate: 66.67 L/m,,,,11:29.9,->,Flow rate:,66.67,L/m
16:11:29.987 -> Flow rate: 66.67 L/m,,,,11:30.0,->,Flow rate:,66.67,L/m
16:11:30.082 -> Flow rate: 58.33 L/m,,,,11:30.1,->,Flow rate:,58.33,L/m
16:11:30.177 -> Flow rate: 66.67 L/m,,,,11:30.2,->,Flow rate:,66.67,L/m
16:11:30.271 -> Flow rate: 66.67 L/m,,,,11:30.3,->,Flow rate:,66.67,L/m
16:11:30.366 -> Flow rate: 66.67 L/m,,,,11:30.4,->,Flow rate:,66.67,L/m
16:11:30.494 -> Flow rate: 66.67 L/m,,,,11:30.5,->,Flow rate:,66.67,L/m
16:11:30.574 -> Flow rate: 66.67 L/m,,,,11:30.6,->,Flow rate:,66.67,L/m
16:11:30.670 -> Flow rate: 58.33 L/m,,,,11:30.7,->,Flow rate:,58.33,L/m
16:11:30.764 -> Flow rate: 66.67 L/m,,,,11:30.8,->,Flow rate:,66.67,L/m
16:11:30.906 -> Flow rate: 66.67 L/m,,,,11:30.9,->,Flow rate:,66.67,L/m
16:11:31.001 -> Flow rate: 58.33 L/m,,,,11:31.0,->,Flow rate:,58.33,L/m
16:11:31.095 -> Flow rate: 66.67 L/m,,,,11:31.1,->,Flow rate:,66.67,L/m
16:11:31.190 -> Flow rate: 66.67 L/m,,,,11:31.2,->,Flow rate:,66.67,L/m
16:11:31.285 -> Flow rate: 66.67 L/m,,,,11:31.3,->,Flow rate:,66.67,L/m
16:11:31.379 -> Flow rate: 66.67 L/m,,,,11:31.4,->,Flow rate:,66.67,L/m
16:11:31.474 -> Flow rate: 66.67 L/m,,,,11:31.5,->,Flow rate:,66.67,L/m
16:11:31.569 -> Flow rate: 66.67 L/m,,,,11:31.6,->,Flow rate:,66.67,L/m
16:11:31.664 -> Flow rate: 66.67 L/m,,,,11:31.7,->,Flow rate:,66.67,L/m
16:11:31.759 -> Flow rate: 66.67 L/m,,,,11:31.8,->,Flow rate:,66.67,L/m
16:11:31.901 -> Flow rate: 66.67 L/m,,,,11:31.9,->,Flow rate:,66.67,L/m
16:11:31.997 -> Flow rate: 66.67 L/m,,,,11:32.0,->,Flow rate:,66.67,L/m
16:11:32.091 -> Flow rate: 66.67 L/m,,,,11:32.1,->,Flow rate:,66.67,L/m
16:11:32.186 -> Flow rate: 58.33 L/m,,,,11:32.2,->,Flow rate:,58.33,L/m
16:11:32.280 -> Flow rate: 66.67 L/m,,,,11:32.3,->,Flow rate:,66.67,L/m
16:11:32.375 -> Flow rate: 75.00 L/m,,,,11:32.4,->,Flow rate:,75,L/m
16:11:32.470 -> Flow rate: 58.33 L/m,,,,11:32.5,->,Flow rate:,58.33,L/m
16:11:32.565 -> Flow rate: 66.67 L/m,,,,11:32.6,->,Flow rate:,66.67,L/m
16:11:32.661 -> Flow rate: 66.67 L/m,,,,11:32.7,->,Flow rate:,66.67,L/m
16:11:32.803 -> Flow rate: 66.67 L/m,,,,11:32.8,->,Flow rate:,66.67,L/m
16:11:32.898 -> Flow rate: 66.67 L/m,,,,11:32.9,->,Flow rate:,66.67,L/m
16:11:32.993 -> Flow rate: 66.67 L/m,,,,11:33.0,->,Flow rate:,66.67,L/m
16:11:33.072 -> Flow rate: 66.67 L/m,,,,11:33.1,->,Flow rate:,66.67,L/m
16:11:33.166 -> Flow rate: 66.67 L/m,,,,11:33.2,->,Flow rate:,66.67,L/m
16:11:33.310 -> Flow rate: 66.67 L/m,,,,11:33.3,->,Flow rate:,66.67,L/m
16:11:33.404 -> Flow rate: 58.33 L/m,,,,11:33.4,->,Flow rate:,58.33,L/m
16:11:33.484 -> Flow rate: 66.67 L/m,,,,11:33.5,->,Flow rate:,66.67,L/m
16:11:33.562 -> Flow rate: 66.67 L/m,,,,11:33.6,->,Flow rate:,66.67,L/m
16:11:33.704 -> Flow rate: 66.67 L/m,,,,11:33.7,->,Flow rate:,66.67,L/m
16:11:33.799 -> Flow rate: 58.33 L/m,,,,11:33.8,->,Flow rate:,58.33,L/m
16:11:33.895 -> Flow rate: 66.67 L/m,,,,11:33.9,->,Flow rate:,66.67,L/m
16:11:33.975 -> Flow rate: 58.33 L/m,,,,11:34.0,->,Flow rate:,58.33,L/m
16:11:34.070 -> Flow rate: 66.67 L/m,,,,11:34.1,->,Flow rate:,66.67,L/m
16:11:34.165 -> Flow rate: 66.67 L/m,,,,11:34.2,->,Flow rate:,66.67,L/m
16:11:34.292 -> Flow rate: 66.67 L/m,,,,11:34.3,->,Flow rate:,66.67,L/m
16:11:34.372 -> Flow rate: 66.67 L/m,,,,11:34.4,->,Flow rate:,66.67,L/m
16:11:34.468 -> Flow rate: 66.67 L/m,,,,11:34.5,->,Flow rate:,66.67,L/m
16:11:34.563 -> Flow rate: 66.67 L/m,,,,11:34.6,->,Flow rate:,66.67,L/m
16:11:34.705 -> Flow rate: 58.33 L/m,,,,11:34.7,->,Flow rate:,58.33,L/m
16:11:34.799 -> Flow rate: 66.67 L/m,,,,11:34.8,->,Flow rate:,66.67,L/m
16:11:34.894 -> Flow rate: 66.67 L/m,,,,11:34.9,->,Flow rate:,66.67,L/m
16:11:34.989 -> Flow rate: 58.33 L/m,,,,11:35.0,->,Flow rate:,58.33,L/m
16:11:35.084 -> Flow rate: 66.67 L/m,,,,11:35.1,->,Flow rate:,66.67,L/m
16:11:35.178 -> Flow rate: 66.67 L/m,,,,11:35.2,->,Flow rate:,66.67,L/m
16:11:35.305 -> Flow rate: 66.67 L/m,,,,11:35.3,->,Flow rate:,66.67,L/m
16:11:35.400 -> Flow rate: 66.67 L/m,,,,11:35.4,->,Flow rate:,66.67,L/m
16:11:35.494 -> Flow rate: 66.67 L/m,,,,11:35.5,->,Flow rate:,66.67,L/m
16:11:35.589 -> Flow rate: 66.67 L/m,,,,11:35.6,->,Flow rate:,66.67,L/m
16:11:35.684 -> Flow rate: 66.67 L/m,,,,11:35.7,->,Flow rate:,66.67,L/m
16:11:35.779 -> Flow rate: 58.33 L/m,,,,11:35.8,->,Flow rate:,58.33,L/m
16:11:35.872 -> Flow rate: 66.67 L/m,,,,11:35.9,->,Flow rate:,66.67,L/m
16:11:35.966 -> Flow rate: 66.67 L/m,,,,11:36.0,->,Flow rate:,66.67,L/m
16:11:36.108 -> Flow rate: 66.67 L/m,,,,11:36.1,->,Flow rate:,66.67,L/m
16:11:36.204 -> Flow rate: 58.33 L/m,,,,11:36.2,->,Flow rate:,58.33,L/m
16:11:36.298 -> Flow rate: 66.67 L/m,,,,11:36.3,->,Flow rate:,66.67,L/m
16:11:36.392 -> Flow rate: 58.33 L/m,,,,11:36.4,->,Flow rate:,58.33,L/m
16:11:36.485 -> Flow rate: 58.33 L/m,,,,11:36.5,->,Flow rate:,58.33,L/m
16:11:36.579 -> Flow rate: 58.33 L/m,,,,11:36.6,->,Flow rate:,58.33,L/m
16:11:36.673 -> Flow rate: 58.33 L/m,,,,11:36.7,->,Flow rate:,58.33,L/m
16:11:36.768 -> Flow rate: 66.67 L/m,,,,11:36.8,->,Flow rate:,66.67,L/m
16:11:36.866 -> Flow rate: 66.67 L/m,,,,11:36.9,->,Flow rate:,66.67,L/m
16:11:37.006 -> Flow rate: 58.33 L/m,,,,11:37.0,->,Flow rate:,58.33,L/m
16:11:37.101 -> Flow rate: 66.67 L/m,,,,11:37.1,->,Flow rate:,66.67,L/m
16:11:37.197 -> Flow rate: 66.67 L/m,,,,11:37.2,->,Flow rate:,66.67,L/m
16:11:37.292 -> Flow rate: 58.33 L/m,,,,11:37.3,->,Flow rate:,58.33,L/m
16:11:37.385 -> Flow rate: 66.67 L/m,,,,11:37.4,->,Flow rate:,66.67,L/m
16:11:37.479 -> Flow rate: 66.67 L/m,,,,11:37.5,->,Flow rate:,66.67,L/m
16:11:37.573 -> Flow rate: 66.67 L/m,,,,11:37.6,->,Flow rate:,66.67,L/m
16:11:37.666 -> Flow rate: 66.67 L/m,,,,11:37.7,->,Flow rate:,66.67,L/m
16:11:37.809 -> Flow rate: 66.67 L/m,,,,11:37.8,->,Flow rate:,66.67,L/m
16:11:37.902 -> Flow rate: 58.33 L/m,,,,11:37.9,->,Flow rate:,58.33,L/m
16:11:37.996 -> Flow rate: 66.67 L/m,,,,11:38.0,->,Flow rate:,66.67,L/m
16:11:38.090 -> Flow rate: 66.67 L/m,,,,11:38.1,->,Flow rate:,66.67,L/m
16:11:38.184 -> Flow rate: 66.67 L/m,,,,11:38.2,->,Flow rate:,66.67,L/m
16:11:38.277 -> Flow rate: 66.67 L/m,,,,11:38.3,->,Flow rate:,66.67,L/m
16:11:38.371 -> Flow rate: 66.67 L/m,,,,11:38.4,->,Flow rate:,66.67,L/m
16:11:38.465 -> Flow rate: 66.67 L/m,,,,11:38.5,->,Flow rate:,66.67,L/m
16:11:38.606 -> Flow rate: 66.67 L/m,,,,11:38.6,->,Flow rate:,66.67,L/m
16:11:38.700 -> Flow rate: 66.67 L/m,,,,11:38.7,->,Flow rate:,66.67,L/m
16:11:38.793 -> Flow rate: 66.67 L/m,,,,11:38.8,->,Flow rate:,66.67,L/m
16:11:38.887 -> Flow rate: 58.33 L/m,,,,11:38.9,->,Flow rate:,58.33,L/m
16:11:38.981 -> Flow rate: 66.67 L/m,,,,11:39.0,->,Flow rate:,66.67,L/m
16:11:39.075 -> Flow rate: 66.67 L/m,,,,11:39.1,->,Flow rate:,66.67,L/m
16:11:39.169 -> Flow rate: 66.67 L/m,,,,11:39.2,->,Flow rate:,66.67,L/m
16:11:39.310 -> Flow rate: 66.67 L/m,,,,11:39.3,->,Flow rate:,66.67,L/m
16:11:39.404 -> Flow rate: 66.67 L/m,,,,11:39.4,->,Flow rate:,66.67,L/m
16:11:39.497 -> Flow rate: 66.67 L/m,,,,11:39.5,->,Flow rate:,66.67,L/m
16:11:39.591 -> Flow rate: 66.67 L/m,,,,11:39.6,->,Flow rate:,66.67,L/m
16:11:39.686 -> Flow rate: 66.67 L/m,,,,11:39.7,->,Flow rate:,66.67,L/m
16:11:39.786 -> Flow rate: 58.33 L/m,,,,11:39.8,->,Flow rate:,58.33,L/m
16:11:39.876 -> Flow rate: 66.67 L/m,,,,11:39.9,->,Flow rate:,66.67,L/m
16:11:39.970 -> Flow rate: 66.67 L/m,,,,11:40.0,->,Flow rate:,66.67,L/m
16:11:40.064 -> Flow rate: 66.67 L/m,,,,11:40.1,->,Flow rate:,66.67,L/m
16:11:40.191 -> Flow rate: 66.67 L/m,,,,11:40.2,->,Flow rate:,66.67,L/m
16:11:40.284 -> Flow rate: 66.67 L/m,,,,11:40.3,->,Flow rate:,66.67,L/m
16:11:40.378 -> Flow rate: 66.67 L/m,,,,11:40.4,->,Flow rate:,66.67,L/m
16:11:40.472 -> Flow rate: 58.33 L/m,,,,11:40.5,->,Flow rate:,58.33,L/m
16:11:40.566 -> Flow rate: 66.67 L/m,,,,11:40.6,->,Flow rate:,66.67,L/m
16:11:40.709 -> Flow rate: 66.67 L/m,,,,11:40.7,->,Flow rate:,66.67,L/m
16:11:40.803 -> Flow rate: 66.67 L/m,,,,11:40.8,->,Flow rate:,66.67,L/m
16:11:40.897 -> Flow rate: 66.67 L/m,,,,11:40.9,->,Flow rate:,66.67,L/m
16:11:40.990 -> Flow rate: 66.67 L/m,,,,11:41.0,->,Flow rate:,66.67,L/m
16:11:41.085 -> Flow rate: 66.67 L/m,,,,11:41.1,->,Flow rate:,66.67,L/m
16:11:41.180 -> Flow rate: 58.33 L/m,,,,11:41.2,->,Flow rate:,58.33,L/m
16:11:41.279 -> Flow rate: 66.67 L/m,,,,11:41.3,->,Flow rate:,66.67,L/m
16:11:41.371 -> Flow rate: 66.67 L/m,,,,11:41.4,->,Flow rate:,66.67,L/m
16:11:41.466 -> Flow rate: 66.67 L/m,,,,11:41.5,->,Flow rate:,66.67,L/m
16:11:41.607 -> Flow rate: 66.67 L/m,,,,11:41.6,->,Flow rate:,66.67,L/m
16:11:41.701 -> Flow rate: 58.33 L/m,,,,11:41.7,->,Flow rate:,58.33,L/m
16:11:41.797 -> Flow rate: 66.67 L/m,,,,11:41.8,->,Flow rate:,66.67,L/m
16:11:41.890 -> Flow rate: 58.33 L/m,,,,11:41.9,->,Flow rate:,58.33,L/m
16:11:41.984 -> Flow rate: 66.67 L/m,,,,11:42.0,->,Flow rate:,66.67,L/m
16:11:42.078 -> Flow rate: 58.33 L/m,,,,11:42.1,->,Flow rate:,58.33,L/m
16:11:42.173 -> Flow rate: 58.33 L/m,,,,11:42.2,->,Flow rate:,58.33,L/m
16:11:42.268 -> Flow rate: 58.33 L/m,,,,11:42.3,->,Flow rate:,58.33,L/m
16:11:42.362 -> Flow rate: 58.33 L/m,,,,11:42.4,->,Flow rate:,58.33,L/m
16:11:42.503 -> Flow rate: 58.33 L/m,,,,11:42.5,->,Flow rate:,58.33,L/m
16:11:42.597 -> Flow rate: 66.67 L/m,,,,11:42.6,->,Flow rate:,66.67,L/m
16:11:42.690 -> Flow rate: 58.33 L/m,,,,11:42.7,->,Flow rate:,58.33,L/m
16:11:42.785 -> Flow rate: 66.67 L/m,,,,11:42.8,->,Flow rate:,66.67,L/m
16:11:42.880 -> Flow rate: 58.33 L/m,,,,11:42.9,->,Flow rate:,58.33,L/m
16:11:42.975 -> Flow rate: 66.67 L/m,,,,11:43.0,->,Flow rate:,66.67,L/m
16:11:43.072 -> Flow rate: 66.67 L/m,,,,11:43.1,->,Flow rate:,66.67,L/m
16:11:43.168 -> Flow rate: 66.67 L/m,,,,11:43.2,->,Flow rate:,66.67,L/m
16:11:43.309 -> Flow rate: 66.67 L/m,,,,11:43.3,->,Flow rate:,66.67,L/m
16:11:43.404 -> Flow rate: 66.67 L/m,,,,11:43.4,->,Flow rate:,66.67,L/m
16:11:43.497 -> Flow rate: 66.67 L/m,,,,11:43.5,->,Flow rate:,66.67,L/m
16:11:43.591 -> Flow rate: 58.33 L/m,,,,11:43.6,->,Flow rate:,58.33,L/m
16:11:43.686 -> Flow rate: 66.67 L/m,,,,11:43.7,->,Flow rate:,66.67,L/m
16:11:43.780 -> Flow rate: 66.67 L/m,,,,11:43.8,->,Flow rate:,66.67,L/m
16:11:43.875 -> Flow rate: 66.67 L/m,,,,11:43.9,->,Flow rate:,66.67,L/m
16:11:43.971 -> Flow rate: 66.67 L/m,,,,11:44.0,->,Flow rate:,66.67,L/m
16:11:44.066 -> Flow rate: 66.67 L/m,,,,11:44.1,->,Flow rate:,66.67,L/m
16:11:44.208 -> Flow rate: 66.67 L/m,,,,11:44.2,->,Flow rate:,66.67,L/m
16:11:44.302 -> Flow rate: 66.67 L/m,,,,11:44.3,->,Flow rate:,66.67,L/m
16:11:44.396 -> Flow rate: 66.67 L/m,,,,11:44.4,->,Flow rate:,66.67,L/m
16:11:44.489 -> Flow rate: 66.67 L/m,,,,11:44.5,->,Flow rate:,66.67,L/m
16:11:44.583 -> Flow rate: 66.67 L/m,,,,11:44.6,->,Flow rate:,66.67,L/m
16:11:44.661 -> Flow rate: 66.67 L/m,,,,11:44.7,->,Flow rate:,66.67,L/m
16:11:44.802 -> Flow rate: 66.67 L/m,,,,11:44.8,->,Flow rate:,66.67,L/m
16:11:44.896 -> Flow rate: 66.67 L/m,,,,11:44.9,->,Flow rate:,66.67,L/m
16:11:44.992 -> Flow rate: 66.67 L/m,,,,11:45.0,->,Flow rate:,66.67,L/m
16:11:45.086 -> Flow rate: 66.67 L/m,,,,11:45.1,->,Flow rate:,66.67,L/m
16:11:45.181 -> Flow rate: 58.33 L/m,,,,11:45.2,->,Flow rate:,58.33,L/m
16:11:45.277 -> Flow rate: 66.67 L/m,,,,11:45.3,->,Flow rate:,66.67,L/m
16:11:45.372 -> Flow rate: 58.33 L/m,,,,11:45.4,->,Flow rate:,58.33,L/m
16:11:45.465 -> Flow rate: 58.33 L/m,,,,11:45.5,->,Flow rate:,58.33,L/m
16:11:45.606 -> Flow rate: 58.33 L/m,,,,11:45.6,->,Flow rate:,58.33,L/m
16:11:45.701 -> Flow rate: 66.67 L/m,,,,11:45.7,->,Flow rate:,66.67,L/m
16:11:45.796 -> Flow rate: 58.33 L/m,,,,11:45.8,->,Flow rate:,58.33,L/m
16:11:45.891 -> Flow rate: 66.67 L/m,,,,11:45.9,->,Flow rate:,66.67,L/m
16:11:45.970 -> Flow rate: 58.33 L/m,,,,11:46.0,->,Flow rate:,58.33,L/m
16:11:46.111 -> Flow rate: 66.67 L/m,,,,11:46.1,->,Flow rate:,66.67,L/m
16:11:46.205 -> Flow rate: 66.67 L/m,,,,11:46.2,->,Flow rate:,66.67,L/m
16:11:46.299 -> Flow rate: 66.67 L/m,,,,11:46.3,->,Flow rate:,66.67,L/m
16:11:46.392 -> Flow rate: 66.67 L/m,,,,11:46.4,->,Flow rate:,66.67,L/m
16:11:46.486 -> Flow rate: 66.67 L/m,,,,11:46.5,->,Flow rate:,66.67,L/m
16:11:46.580 -> Flow rate: 66.67 L/m,,,,11:46.6,->,Flow rate:,66.67,L/m
16:11:46.674 -> Flow rate: 66.67 L/m,,,,11:46.7,->,Flow rate:,66.67,L/m
16:11:46.769 -> Flow rate: 58.33 L/m,,,,11:46.8,->,Flow rate:,58.33,L/m
16:11:46.911 -> Flow rate: 66.67 L/m,,,,11:46.9,->,Flow rate:,66.67,L/m
16:11:47.005 -> Flow rate: 66.67 L/m,,,,11:47.0,->,Flow rate:,66.67,L/m
16:11:47.100 -> Flow rate: 66.67 L/m,,,,11:47.1,->,Flow rate:,66.67,L/m
16:11:47.195 -> Flow rate: 66.67 L/m,,,,11:47.2,->,Flow rate:,66.67,L/m
16:11:47.289 -> Flow rate: 66.67 L/m,,,,11:47.3,->,Flow rate:,66.67,L/m
16:11:47.385 -> Flow rate: 58.33 L/m,,,,11:47.4,->,Flow rate:,58.33,L/m
16:11:47.478 -> Flow rate: 66.67 L/m,,,,11:47.5,->,Flow rate:,66.67,L/m
16:11:47.572 -> Flow rate: 66.67 L/m,,,,11:47.6,->,Flow rate:,66.67,L/m
16:11:47.666 -> Flow rate: 66.67 L/m,,,,11:47.7,->,Flow rate:,66.67,L/m
16:11:47.808 -> Flow rate: 66.67 L/m,,,,11:47.8,->,Flow rate:,66.67,L/m
16:11:47.901 -> Flow rate: 66.67 L/m,,,,11:47.9,->,Flow rate:,66.67,L/m
16:11:47.996 -> Flow rate: 66.67 L/m,,,,11:48.0,->,Flow rate:,66.67,L/m
16:11:48.076 -> Flow rate: 66.67 L/m,,,,11:48.1,->,Flow rate:,66.67,L/m
16:11:48.171 -> Flow rate: 66.67 L/m,,,,11:48.2,->,Flow rate:,66.67,L/m
16:11:48.266 -> Flow rate: 66.67 L/m,,,,11:48.3,->,Flow rate:,66.67,L/m
16:11:48.409 -> Flow rate: 66.67 L/m,,,,11:48.4,->,Flow rate:,66.67,L/m
16:11:48.487 -> Flow rate: 58.33 L/m,,,,11:48.5,->,Flow rate:,58.33,L/m
16:11:48.582 -> Flow rate: 66.67 L/m,,,,11:48.6,->,Flow rate:,66.67,L/m
16:11:48.661 -> Flow rate: 66.67 L/m,,,,11:48.7,->,Flow rate:,66.67,L/m
16:11:48.804 -> Flow rate: 66.67 L/m,,,,11:48.8,->,Flow rate:,66.67,L/m
16:11:48.898 -> Flow rate: 66.67 L/m,,,,11:48.9,->,Flow rate:,66.67,L/m
16:11:48.978 -> Flow rate: 58.33 L/m,,,,11:49.0,->,Flow rate:,58.33,L/m
16:11:49.105 -> Flow rate: 66.67 L/m,,,,11:49.1,->,Flow rate:,66.67,L/m
16:11:49.200 -> Flow rate: 58.33 L/m,,,,11:49.2,->,Flow rate:,58.33,L/m
16:11:49.293 -> Flow rate: 58.33 L/m,,,,11:49.3,->,Flow rate:,58.33,L/m
16:11:49.389 -> Flow rate: 58.33 L/m,,,,11:49.4,->,Flow rate:,58.33,L/m
16:11:49.484 -> Flow rate: 50.00 L/m,,,,11:49.5,->,Flow rate:,50,L/m
16:11:49.611 -> Flow rate: 58.33 L/m,,,,11:49.6,->,Flow rate:,58.33,L/m
16:11:49.706 -> Flow rate: 58.33 L/m,,,,11:49.7,->,Flow rate:,58.33,L/m
16:11:49.801 -> Flow rate: 50.00 L/m,,,,11:49.8,->,Flow rate:,50,L/m
16:11:49.896 -> Flow rate: 66.67 L/m,,,,11:49.9,->,Flow rate:,66.67,L/m
16:11:49.976 -> Flow rate: 58.33 L/m,,,,11:50.0,->,Flow rate:,58.33,L/m
16:11:50.070 -> Flow rate: 58.33 L/m,,,,11:50.1,->,Flow rate:,58.33,L/m
16:11:50.165 -> Flow rate: 66.67 L/m,,,,11:50.2,->,Flow rate:,66.67,L/m
16:11:50.307 -> Flow rate: 58.33 L/m,,,,11:50.3,->,Flow rate:,58.33,L/m
16:11:50.401 -> Flow rate: 66.67 L/m,,,,11:50.4,->,Flow rate:,66.67,L/m
16:11:50.497 -> Flow rate: 66.67 L/m,,,,11:50.5,->,Flow rate:,66.67,L/m
16:11:50.591 -> Flow rate: 66.67 L/m,,,,11:50.6,->,Flow rate:,66.67,L/m
16:11:50.686 -> Flow rate: 66.67 L/m,,,,11:50.7,->,Flow rate:,66.67,L/m
16:11:50.765 -> Flow rate: 58.33 L/m,,,,11:50.8,->,Flow rate:,58.33,L/m
16:11:50.906 -> Flow rate: 66.67 L/m,,,,11:50.9,->,Flow rate:,66.67,L/m
16:11:51.001 -> Flow rate: 66.67 L/m,,,,11:51.0,->,Flow rate:,66.67,L/m
16:11:51.096 -> Flow rate: 66.67 L/m,,,,11:51.1,->,Flow rate:,66.67,L/m
16:11:51.191 -> Flow rate: 66.67 L/m,,,,11:51.2,->,Flow rate:,66.67,L/m
16:11:51.287 -> Flow rate: 66.67 L/m,,,,11:51.3,->,Flow rate:,66.67,L/m
