TimeStamp,,,,TimeStamp,,Specification,Value,Unit
16:11:51.382 -> Flow rate: 66.67 L/m,,,,11:51.4,->,Flow rate:,66.67,L/m
16:11:51.476 -> Flow rate: 66.67 L/m,,,,11:51.5,->,Flow rate:,66.67,L/m
16:11:51.571 -> Flow rate: 58.33 L/m,,,,11:51.6,->,Flow rate:,58.33,L/m
16:11:51.666 -> Flow rate: 66.67 L/m,,,,11:51.7,->,Flow rate:,66.67,L/m
16:11:51.809 -> Flow rate: 66.67 L/m,,,,11:51.8,->,Flow rate:,66.67,L/m
16:11:51.903 -> Flow rate: 66.67 L/m,,,,11:51.9,->,Flow rate:,66.67,L/m
16:11:51.998 -> Flow rate: 66.67 L/m,,,,11:52.0,->,Flow rate:,66.67,L/m
16:11:52.093 -> Flow rate: 66.67 L/m,,,,11:52.1,->,Flow rate:,66.67,L/m
16:11:52.188 -> Flow rate: 58.33 L/m,,,,11:52.2,->,Flow rate:,58.33,L/m
16:11:52.283 -> Flow rate: 66.67 L/m,,,,11:52.3,->,Flow rate:,66.67,L/m
16:11:52.378 -> Flow rate: 66.67 L/m,,,,11:52.4,->,Flow rate:,66.67,L/m
16:11:52.472 -> Flow rate: 66.67 L/m,,,,11:52.5,->,Flow rate:,66.67,L/m
16:11:52.568 -> Flow rate: 66.67 L/m,,,,11:52.6,->,Flow rate:,66.67,L/m
16:11:52.710 -> Flow rate: 66.67 L/m,,,,11:52.7,->,Flow rate:,66.67,L/m
16:11:52.805 -> Flow rate: 66.67 L/m,,,,11:52.8,->,Flow rate:,66.67,L/m
16:11:52.901 -> Flow rate: 58.33 L/m,,,,11:52.9,->,Flow rate:,58.33,L/m
16:11:52.996 -> Flow rate: 66.67 L/m,,,,11:53.0,->,Flow rate:,66.67,L/m
16:11:53.090 -> Flow rate: 58.33 L/m,,,,11:53.1,->,Flow rate:,58.33,L/m
16:11:53.185 -> Flow rate: 66.67 L/m,,,,11:53.2,->,Flow rate:,66.67,L/m
16:11:53.280 -> Flow rate: 66.67 L/m,,,,11:53.3,->,Flow rate:,66.67,L/m
16:11:53.375 -> Flow rate: 66.67 L/m,,,,11:53.4,->,Flow rate:,66.67,L/m
16:11:53.471 -> Flow rate: 58.33 L/m,,,,11:53.5,->,Flow rate:,58.33,L/m
16:11:53.566 -> Flow rate: 66.67 L/m,,,,11:53.6,->,Flow rate:,66.67,L/m
16:11:53.708 -> Flow rate: 66.67 L/m,,,,11:53.7,->,Flow rate:,66.67,L/m
16:11:53.804 -> Flow rate: 66.67 L/m,,,,11:53.8,->,Flow rate:,66.67,L/m
16:11:53.899 -> Flow rate: 58.33 L/m,,,,11:53.9,->,Flow rate:,58.33,L/m
16:11:53.994 -> Flow rate: 66.67 L/m,,,,11:54.0,->,Flow rate:,66.67,L/m
16:11:54.088 -> Flow rate: 66.67 L/m,,,,11:54.1,->,Flow rate:,66.67,L/m
16:11:54.183 -> Flow rate: 66.67 L/m,,,,11:54.2,->,Flow rate:,66.67,L/m
16:11:54.278 -> Flow rate: 58.33 L/m,,,,11:54.3,->,Flow rate:,58.33,L/m
16:11:54.372 -> Flow rate: 66.67 L/m,,,,11:54.4,->,Flow rate:,66.67,L/m
16:11:54.467 -> Flow rate: 66.67 L/m,,,,11:54.5,->,Flow rate:,66.67,L/m
16:11:54.563 -> Flow rate: 66.67 L/m,,,,11:54.6,->,Flow rate:,66.67,L/m
16:11:54.706 -> Flow rate: 66.67 L/m,,,,11:54.7,->,Flow rate:,66.67,L/m
16:11:54.801 -> Flow rate: 66.67 L/m,,,,11:54.8,->,Flow rate:,66.67,L/m
16:11:54.897 -> Flow rate: 66.67 L/m,,,,11:54.9,->,Flow rate:,66.67,L/m
16:11:54.992 -> Flow rate: 66.67 L/m,,,,11:55.0,->,Flow rate:,66.67,L/m
16:11:55.087 -> Flow rate: 66.67 L/m,,,,11:55.1,->,Flow rate:,66.67,L/m
16:11:55.167 -> Flow rate: 66.67 L/m,,,,11:55.2,->,Flow rate:,66.67,L/m
16:11:55.310 -> Flow rate: 66.67 L/m,,,,11:55.3,->,Flow rate:,66.67,L/m
16:11:55.405 -> Flow rate: 66.67 L/m,,,,11:55.4,->,Flow rate:,66.67,L/m
16:11:55.499 -> Flow rate: 66.67 L/m,,,,11:55.5,->,Flow rate:,66.67,L/m
16:11:55.594 -> Flow rate: 66.67 L/m,,,,11:55.6,->,Flow rate:,66.67,L/m
16:11:55.688 -> Flow rate: 66.67 L/m,,,,11:55.7,->,Flow rate:,66.67,L/m
16:11:55.767 -> Flow rate: 66.67 L/m,,,,11:55.8,->,Flow rate:,66.67,L/m
16:11:55.862 -> Flow rate: 66.67 L/m,,,,11:55.9,->,Flow rate:,66.67,L/m
16:11:56.005 -> Flow rate: 66.67 L/m,,,,11:56.0,->,Flow rate:,66.67,L/m
16:11:56.100 -> Flow rate: 66.67 L/m,,,,11:56.1,->,Flow rate:,66.67,L/m
16:11:56.194 -> Flow rate: 66.67 L/m,,,,11:56.2,->,Flow rate:,66.67,L/m
16:11:56.289 -> Flow rate: 66.67 L/m,,,,11:56.3,->,Flow rate:,66.67,L/m
16:11:56.384 -> Flow rate: 66.67 L/m,,,,11:56.4,->,Flow rate:,66.67,L/m
16:11:56.510 -> Flow rate: 58.33 L/m,,,,11:56.5,->,Flow rate:,58.33,L/m
16:11:56.590 -> Flow rate: 66.67 L/m,,,,11:56.6,->,Flow rate:,66.67,L/m
16:11:56.685 -> Flow rate: 66.67 L/m,,,,11:56.7,->,Flow rate:,66.67,L/m
16:11:56.780 -> Flow rate: 58.33 L/m,,,,11:56.8,->,Flow rate:,58.33,L/m
16:11:56.875 -> Flow rate: 66.67 L/m,,,,11:56.9,->,Flow rate:,66.67,L/m
16:11:56.970 -> Flow rate: 58.33 L/m,,,,11:57.0,->,Flow rate:,58.33,L/m
16:11:57.082 -> Flow rate: 66.67 L/m,,,,11:57.1,->,Flow rate:,66.67,L/m
16:11:57.162 -> Flow rate: 58.33 L/m,,,,11:57.2,->,Flow rate:,58.33,L/m
16:11:57.305 -> Flow rate: 58.33 L/m,,,,11:57.3,->,Flow rate:,58.33,L/m
16:11:57.384 -> Flow rate: 58.33 L/m,,,,11:57.4,->,Flow rate:,58.33,L/m
16:11:57.511 -> Flow rate: 58.33 L/m,,,,11:57.5,->,Flow rate:,58.33,L/m
16:11:57.606 -> Flow rate: 58.33 L/m,,,,11:57.6,->,Flow rate:,58.33,L/m
16:11:57.700 -> Flow rate: 58.33 L/m,,,,11:57.7,->,Flow rate:,58.33,L/m
16:11:57.795 -> Flow rate: 58.33 L/m,,,,11:57.8,->,Flow rate:,58.33,L/m
16:11:57.890 -> Flow rate: 58.33 L/m,,,,11:57.9,->,Flow rate:,58.33,L/m
16:11:57.985 -> Flow rate: 58.33 L/m,,,,11:58.0,->,Flow rate:,58.33,L/m
16:11:58.085 -> Flow rate: 66.67 L/m,,,,11:58.1,->,Flow rate:,66.67,L/m
16:11:58.174 -> Flow rate: 66.67 L/m,,,,11:58.2,->,Flow rate:,66.67,L/m
16:11:58.271 -> Flow rate: 66.67 L/m,,,,11:58.3,->,Flow rate:,66.67,L/m
16:11:58.364 -> Flow rate: 58.33 L/m,,,,11:58.4,->,Flow rate:,58.33,L/m
16:11:58.469 -> Flow rate: 66.67 L/m,,,,11:58.5,->,Flow rate:,66.67,L/m
16:11:58.603 -> Flow rate: 66.67 L/m,,,,11:58.6,->,Flow rate:,66.67,L/m
16:11:58.698 -> Flow rate: 66.67 L/m,,,,11:58.7,->,Flow rate:,66.67,L/m
16:11:58.792 -> Flow rate: 66.67 L/m,,,,11:58.8,->,Flow rate:,66.67,L/m
16:11:58.887 -> Flow rate: 66.67 L/m,,,,11:58.9,->,Flow rate:,66.67,L/m
16:11:58.983 -> Flow rate: 66.67 L/m,,,,11:59.0,->,Flow rate:,66.67,L/m
16:11:59.078 -> Flow rate: 66.67 L/m,,,,11:59.1,->,Flow rate:,66.67,L/m
16:11:59.173 -> Flow rate: 66.67 L/m,,,,11:59.2,->,Flow rate:,66.67,L/m
16:11:59.268 -> Flow rate: 66.67 L/m,,,,11:59.3,->,Flow rate:,66.67,L/m
16:11:59.410 -> Flow rate: 66.67 L/m,,,,11:59.4,->,Flow rate:,66.67,L/m
16:11:59.505 -> Flow rate: 66.67 L/m,,,,11:59.5,->,Flow rate:,66.67,L/m
16:11:59.600 -> Flow rate: 58.33 L/m,,,,11:59.6,->,Flow rate:,58.33,L/m
16:11:59.679 -> Flow rate: 66.67 L/m,,,,11:59.7,->,Flow rate:,66.67,L/m
16:11:59.774 -> Flow rate: 66.67 L/m,,,,11:59.8,->,Flow rate:,66.67,L/m
16:11:59.869 -> Flow rate: 66.67 L/m,,,,11:59.9,->,Flow rate:,66.67,L/m
16:11:59.996 -> Flow rate: 66.67 L/m,,,,12:00.0,->,Flow rate:,66.67,L/m
16:12:00.092 -> Flow rate: 66.67 L/m,,,,12:00.1,->,Flow rate:,66.67,L/m
16:12:00.186 -> Flow rate: 66.67 L/m,,,,12:00.2,->,Flow rate:,66.67,L/m
16:12:00.282 -> Flow rate: 66.67 L/m,,,,12:00.3,->,Flow rate:,66.67,L/m
16:12:00.376 -> Flow rate: 58.33 L/m,,,,12:00.4,->,Flow rate:,58.33,L/m
16:12:00.470 -> Flow rate: 66.67 L/m,,,,12:00.5,->,Flow rate:,66.67,L/m
16:12:00.563 -> Flow rate: 58.33 L/m,,,,12:00.6,->,Flow rate:,58.33,L/m
16:12:00.704 -> Flow rate: 66.67 L/m,,,,12:00.7,->,Flow rate:,66.67,L/m
16:12:00.798 -> Flow rate: 58.33 L/m,,,,12:00.8,->,Flow rate:,58.33,L/m
16:12:00.892 -> Flow rate: 58.33 L/m,,,,12:00.9,->,Flow rate:,58.33,L/m
16:12:00.985 -> Flow rate: 58.33 L/m,,,,12:01.0,->,Flow rate:,58.33,L/m
16:12:01.079 -> Flow rate: 50.00 L/m,,,,12:01.1,->,Flow rate:,50,L/m
16:12:01.173 -> Flow rate: 58.33 L/m,,,,12:01.2,->,Flow rate:,58.33,L/m
16:12:01.266 -> Flow rate: 58.33 L/m,,,,12:01.3,->,Flow rate:,58.33,L/m
16:12:01.407 -> Flow rate: 58.33 L/m,,,,12:01.4,->,Flow rate:,58.33,L/m
16:12:01.501 -> Flow rate: 66.67 L/m,,,,12:01.5,->,Flow rate:,66.67,L/m
16:12:01.595 -> Flow rate: 66.67 L/m,,,,12:01.6,->,Flow rate:,66.67,L/m
16:12:01.689 -> Flow rate: 66.67 L/m,,,,12:01.7,->,Flow rate:,66.67,L/m
16:12:01.783 -> Flow rate: 66.67 L/m,,,,12:01.8,->,Flow rate:,66.67,L/m
16:12:01.880 -> Flow rate: 58.33 L/m,,,,12:01.9,->,Flow rate:,58.33,L/m
16:12:01.971 -> Flow rate: 66.67 L/m,,,,12:02.0,->,Flow rate:,66.67,L/m
16:12:02.112 -> Flow rate: 66.67 L/m,,,,12:02.1,->,Flow rate:,66.67,L/m
16:12:02.205 -> Flow rate: 66.67 L/m,,,,12:02.2,->,Flow rate:,66.67,L/m
16:12:02.299 -> Flow rate: 66.67 L/m,,,,12:02.3,->,Flow rate:,66.67,L/m
16:12:02.393 -> Flow rate: 58.33 L/m,,,,12:02.4,->,Flow rate:,58.33,L/m
16:12:02.487 -> Flow rate: 66.67 L/m,,,,12:02.5,->,Flow rate:,66.67,L/m
16:12:02.580 -> Flow rate: 66.67 L/m,,,,12:02.6,->,Flow rate:,66.67,L/m
16:12:02.674 -> Flow rate: 58.33 L/m,,,,12:02.7,->,Flow rate:,58.33,L/m
16:12:02.768 -> Flow rate: 66.67 L/m,,,,12:02.8,->,Flow rate:,66.67,L/m
16:12:02.908 -> Flow rate: 66.67 L/m,,,,12:02.9,->,Flow rate:,66.67,L/m
16:12:03.003 -> Flow rate: 58.33 L/m,,,,12:03.0,->,Flow rate:,58.33,L/m
16:12:03.096 -> Flow rate: 66.67 L/m,,,,12:03.1,->,Flow rate:,66.67,L/m
16:12:03.190 -> Flow rate: 66.67 L/m,,,,12:03.2,->,Flow rate:,66.67,L/m
16:12:03.284 -> Flow rate: 66.67 L/m,,,,12:03.3,->,Flow rate:,66.67,L/m
16:12:03.378 -> Flow rate: 58.33 L/m,,,,12:03.4,->,Flow rate:,58.33,L/m
16:12:03.471 -> Flow rate: 66.67 L/m,,,,12:03.5,->,Flow rate:,66.67,L/m
16:12:03.565 -> Flow rate: 58.33 L/m,,,,12:03.6,->,Flow rate:,58.33,L/m
16:12:03.706 -> Flow rate: 66.67 L/m,,,,12:03.7,->,Flow rate:,66.67,L/m
16:12:03.800 -> Flow rate: 58.33 L/m,,,,12:03.8,->,Flow rate:,58.33,L/m
16:12:03.893 -> Flow rate: 66.67 L/m,,,,12:03.9,->,Flow rate:,66.67,L/m
16:12:03.987 -> Flow rate: 58.33 L/m,,,,12:04.0,->,Flow rate:,58.33,L/m
16:12:04.081 -> Flow rate: 66.67 L/m,,,,12:04.1,->,Flow rate:,66.67,L/m
16:12:04.175 -> Flow rate: 66.67 L/m,,,,12:04.2,->,Flow rate:,66.67,L/m
16:12:04.269 -> Flow rate: 66.67 L/m,,,,12:04.3,->,Flow rate:,66.67,L/m
16:12:04.410 -> Flow rate: 66.67 L/m,,,,12:04.4,->,Flow rate:,66.67,L/m
16:12:04.504 -> Flow rate: 66.67 L/m,,,,12:04.5,->,Flow rate:,66.67,L/m
16:12:04.597 -> Flow rate: 66.67 L/m,,,,12:04.6,->,Flow rate:,66.67,L/m
16:12:04.691 -> Flow rate: 66.67 L/m,,,,12:04.7,->,Flow rate:,66.67,L/m
16:12:04.785 -> Flow rate: 66.67 L/m,,,,12:04.8,->,Flow rate:,66.67,L/m
16:12:04.879 -> Flow rate: 66.67 L/m,,,,12:04.9,->,Flow rate:,66.67,L/m
16:12:04.973 -> Flow rate: 66.67 L/m,,,,12:05.0,->,Flow rate:,66.67,L/m
16:12:05.067 -> Flow rate: 66.67 L/m,,,,12:05.1,->,Flow rate:,66.67,L/m
16:12:05.208 -> Flow rate: 66.67 L/m,,,,12:05.2,->,Flow rate:,66.67,L/m
16:12:05.301 -> Flow rate: 66.67 L/m,,,,12:05.3,->,Flow rate:,66.67,L/m
16:12:05.396 -> Flow rate: 66.67 L/m,,,,12:05.4,->,Flow rate:,66.67,L/m
16:12:05.489 -> Flow rate: 66.67 L/m,,,,12:05.5,->,Flow rate:,66.67,L/m
16:12:05.583 -> Flow rate: 58.33 L/m,,,,12:05.6,->,Flow rate:,58.33,L/m
16:12:05.678 -> Flow rate: 66.67 L/m,,,,12:05.7,->,Flow rate:,66.67,L/m
16:12:05.772 -> Flow rate: 66.67 L/m,,,,12:05.8,->,Flow rate:,66.67,L/m
16:12:05.865 -> Flow rate: 66.67 L/m,,,,12:05.9,->,Flow rate:,66.67,L/m
16:12:05.959 -> Flow rate: 66.67 L/m,,,,12:06.0,->,Flow rate:,66.67,L/m
16:12:06.100 -> Flow rate: 58.33 L/m,,,,12:06.1,->,Flow rate:,58.33,L/m
16:12:06.193 -> Flow rate: 66.67 L/m,,,,12:06.2,->,Flow rate:,66.67,L/m
16:12:06.287 -> Flow rate: 66.67 L/m,,,,12:06.3,->,Flow rate:,66.67,L/m
16:12:06.381 -> Flow rate: 66.67 L/m,,,,12:06.4,->,Flow rate:,66.67,L/m
16:12:06.475 -> Flow rate: 66.67 L/m,,,,12:06.5,->,Flow rate:,66.67,L/m
16:12:06.568 -> Flow rate: 66.67 L/m,,,,12:06.6,->,Flow rate:,66.67,L/m
16:12:06.709 -> Flow rate: 66.67 L/m,,,,12:06.7,->,Flow rate:,66.67,L/m
16:12:06.803 -> Flow rate: 66.67 L/m,,,,12:06.8,->,Flow rate:,66.67,L/m
16:12:06.897 -> Flow rate: 66.67 L/m,,,,12:06.9,->,Flow rate:,66.67,L/m
16:12:06.991 -> Flow rate: 66.67 L/m,,,,12:07.0,->,Flow rate:,66.67,L/m
16:12:07.085 -> Flow rate: 66.67 L/m,,,,12:07.1,->,Flow rate:,66.67,L/m
16:12:07.179 -> Flow rate: 58.33 L/m,,,,12:07.2,->,Flow rate:,58.33,L/m
16:12:07.273 -> Flow rate: 66.67 L/m,,,,12:07.3,->,Flow rate:,66.67,L/m
16:12:07.366 -> Flow rate: 66.67 L/m,,,,12:07.4,->,Flow rate:,66.67,L/m
16:12:07.507 -> Flow rate: 58.33 L/m,,,,12:07.5,->,Flow rate:,58.33,L/m
16:12:07.601 -> Flow rate: 66.67 L/m,,,,12:07.6,->,Flow rate:,66.67,L/m
16:12:07.695 -> Flow rate: 66.67 L/m,,,,12:07.7,->,Flow rate:,66.67,L/m
16:12:07.788 -> Flow rate: 66.67 L/m,,,,12:07.8,->,Flow rate:,66.67,L/m
16:12:07.882 -> Flow rate: 66.67 L/m,,,,12:07.9,->,Flow rate:,66.67,L/m
16:12:07.976 -> Flow rate: 66.67 L/m,,,,12:08.0,->,Flow rate:,66.67,L/m
16:12:08.070 -> Flow rate: 58.33 L/m,,,,12:08.1,->,Flow rate:,58.33,L/m
16:12:08.210 -> Flow rate: 66.67 L/m,,,,12:08.2,->,Flow rate:,66.67,L/m
16:12:08.304 -> Flow rate: 58.33 L/m,,,,12:08.3,->,Flow rate:,58.33,L/m
16:12:08.398 -> Flow rate: 66.67 L/m,,,,12:08.4,->,Flow rate:,66.67,L/m
16:12:08.491 -> Flow rate: 58.33 L/m,,,,12:08.5,->,Flow rate:,58.33,L/m
16:12:08.585 -> Flow rate: 66.67 L/m,,,,12:08.6,->,Flow rate:,66.67,L/m
16:12:08.679 -> Flow rate: 66.67 L/m,,,,12:08.7,->,Flow rate:,66.67,L/m
16:12:08.773 -> Flow rate: 66.67 L/m,,,,12:08.8,->,Flow rate:,66.67,L/m
16:12:08.866 -> Flow rate: 66.67 L/m,,,,12:08.9,->,Flow rate:,66.67,L/m
16:12:09.007 -> Flow rate: 66.67 L/m,,,,12:09.0,->,Flow rate:,66.67,L/m
16:12:09.101 -> Flow rate: 66.67 L/m,,,,12:09.1,->,Flow rate:,66.67,L/m
16:12:09.194 -> Flow rate: 66.67 L/m,,,,12:09.2,->,Flow rate:,66.67,L/m
16:12:09.288 -> Flow rate: 66.67 L/m,,,,12:09.3,->,Flow rate:,66.67,L/m
16:12:09.382 -> Flow rate: 66.67 L/m,,,,12:09.4,->,Flow rate:,66.67,L/m
16:12:09.476 -> Flow rate: 66.67 L/m,,,,12:09.5,->,Flow rate:,66.67,L/m
16:12:09.569 -> Flow rate: 66.67 L/m,,,,12:09.6,->,Flow rate:,66.67,L/m
16:12:09.710 -> Flow rate: 66.67 L/m,,,,12:09.7,->,Flow rate:,66.67,L/m
16:12:09.804 -> Flow rate: 66.67 L/m,,,,12:09.8,->,Flow rate:,66.67,L/m
16:12:09.883 -> Flow rate: 66.67 L/m,,,,12:09.9,->,Flow rate:,66.67,L/m
16:12:09.976 -> Flow rate: 66.67 L/m,,,,12:10.0,->,Flow rate:,66.67,L/m
16:12:10.070 -> Flow rate: 66.67 L/m,,,,12:10.1,->,Flow rate:,66.67,L/m
16:12:10.164 -> Flow rate: 66.67 L/m,,,,12:10.2,->,Flow rate:,66.67,L/m
16:12:10.304 -> Flow rate: 58.33 L/m,,,,12:10.3,->,Flow rate:,58.33,L/m
16:12:10.398 -> Flow rate: 66.67 L/m,,,,12:10.4,->,Flow rate:,66.67,L/m
16:12:10.492 -> Flow rate: 66.67 L/m,,,,12:10.5,->,Flow rate:,66.67,L/m
16:12:10.586 -> Flow rate: 66.67 L/m,,,,12:10.6,->,Flow rate:,66.67,L/m
16:12:10.679 -> Flow rate: 66.67 L/m,,,,12:10.7,->,Flow rate:,66.67,L/m
16:12:10.773 -> Flow rate: 66.67 L/m,,,,12:10.8,->,Flow rate:,66.67,L/m
16:12:10.867 -> Flow rate: 66.67 L/m,,,,12:10.9,->,Flow rate:,66.67,L/m
16:12:11.007 -> Flow rate: 58.33 L/m,,,,12:11.0,->,Flow rate:,58.33,L/m
16:12:11.101 -> Flow rate: 66.67 L/m,,,,12:11.1,->,Flow rate:,66.67,L/m
16:12:11.196 -> Flow rate: 66.67 L/m,,,,12:11.2,->,Flow rate:,66.67,L/m
16:12:11.290 -> Flow rate: 58.33 L/m,,,,12:11.3,->,Flow rate:,58.33,L/m
16:12:11.383 -> Flow rate: 66.67 L/m,,,,12:11.4,->,Flow rate:,66.67,L/m
16:12:11.477 -> Flow rate: 66.67 L/m,,,,12:11.5,->,Flow rate:,66.67,L/m
16:12:11.571 -> Flow rate: 66.67 L/m,,,,12:11.6,->,Flow rate:,66.67,L/m
16:12:11.711 -> Flow rate: 66.67 L/m,,,,12:11.7,->,Flow rate:,66.67,L/m
16:12:11.805 -> Flow rate: 66.67 L/m,,,,12:11.8,->,Flow rate:,66.67,L/m
16:12:11.899 -> Flow rate: 66.67 L/m,,,,12:11.9,->,Flow rate:,66.67,L/m
16:12:11.993 -> Flow rate: 66.67 L/m,,,,12:12.0,->,Flow rate:,66.67,L/m
16:12:12.087 -> Flow rate: 58.33 L/m,,,,12:12.1,->,Flow rate:,58.33,L/m
16:12:12.180 -> Flow rate: 66.67 L/m,,,,12:12.2,->,Flow rate:,66.67,L/m
16:12:12.274 -> Flow rate: 66.67 L/m,,,,12:12.3,->,Flow rate:,66.67,L/m
16:12:12.368 -> Flow rate: 66.67 L/m,,,,12:12.4,->,Flow rate:,66.67,L/m
16:12:12.510 -> Flow rate: 66.67 L/m,,,,12:12.5,->,Flow rate:,66.67,L/m
16:12:12.604 -> Flow rate: 66.67 L/m,,,,12:12.6,->,Flow rate:,66.67,L/m
16:12:12.697 -> Flow rate: 66.67 L/m,,,,12:12.7,->,Flow rate:,66.67,L/m
16:12:12.791 -> Flow rate: 66.67 L/m,,,,12:12.8,->,Flow rate:,66.67,L/m
16:12:12.885 -> Flow rate: 66.67 L/m,,,,12:12.9,->,Flow rate:,66.67,L/m
16:12:12.978 -> Flow rate: 66.67 L/m,,,,12:13.0,->,Flow rate:,66.67,L/m
16:12:13.072 -> Flow rate: 58.33 L/m,,,,12:13.1,->,Flow rate:,58.33,L/m
16:12:13.166 -> Flow rate: 58.33 L/m,,,,12:13.2,->,Flow rate:,58.33,L/m
16:12:13.307 -> Flow rate: 66.67 L/m,,,,12:13.3,->,Flow rate:,66.67,L/m
16:12:13.400 -> Flow rate: 66.67 L/m,,,,12:13.4,->,Flow rate:,66.67,L/m
16:12:13.494 -> Flow rate: 66.67 L/m,,,,12:13.5,->,Flow rate:,66.67,L/m
16:12:13.588 -> Flow rate: 66.67 L/m,,,,12:13.6,->,Flow rate:,66.67,L/m
16:12:13.682 -> Flow rate: 66.67 L/m,,,,12:13.7,->,Flow rate:,66.67,L/m
16:12:13.775 -> Flow rate: 66.67 L/m,,,,12:13.8,->,Flow rate:,66.67,L/m
16:12:13.870 -> Flow rate: 66.67 L/m,,,,12:13.9,->,Flow rate:,66.67,L/m
16:12:14.010 -> Flow rate: 66.67 L/m,,,,12:14.0,->,Flow rate:,66.67,L/m
16:12:14.104 -> Flow rate: 66.67 L/m,,,,12:14.1,->,Flow rate:,66.67,L/m
16:12:14.198 -> Flow rate: 58.33 L/m,,,,12:14.2,->,Flow rate:,58.33,L/m
16:12:14.292 -> Flow rate: 66.67 L/m,,,,12:14.3,->,Flow rate:,66.67,L/m
16:12:14.385 -> Flow rate: 66.67 L/m,,,,12:14.4,->,Flow rate:,66.67,L/m
16:12:14.479 -> Flow rate: 66.67 L/m,,,,12:14.5,->,Flow rate:,66.67,L/m
16:12:14.573 -> Flow rate: 66.67 L/m,,,,12:14.6,->,Flow rate:,66.67,L/m
16:12:14.667 -> Flow rate: 58.33 L/m,,,,12:14.7,->,Flow rate:,58.33,L/m
16:12:14.807 -> Flow rate: 66.67 L/m,,,,12:14.8,->,Flow rate:,66.67,L/m
16:12:14.901 -> Flow rate: 58.33 L/m,,,,12:14.9,->,Flow rate:,58.33,L/m
16:12:14.995 -> Flow rate: 66.67 L/m,,,,12:15.0,->,Flow rate:,66.67,L/m
16:12:15.089 -> Flow rate: 66.67 L/m,,,,12:15.1,->,Flow rate:,66.67,L/m
16:12:15.182 -> Flow rate: 66.67 L/m,,,,12:15.2,->,Flow rate:,66.67,L/m
16:12:15.276 -> Flow rate: 66.67 L/m,,,,12:15.3,->,Flow rate:,66.67,L/m
16:12:15.370 -> Flow rate: 66.67 L/m,,,,12:15.4,->,Flow rate:,66.67,L/m
16:12:15.511 -> Flow rate: 66.67 L/m,,,,12:15.5,->,Flow rate:,66.67,L/m
16:12:15.605 -> Flow rate: 66.67 L/m,,,,12:15.6,->,Flow rate:,66.67,L/m
16:12:15.698 -> Flow rate: 58.33 L/m,,,,12:15.7,->,Flow rate:,58.33,L/m
16:12:15.792 -> Flow rate: 66.67 L/m,,,,12:15.8,->,Flow rate:,66.67,L/m
16:12:15.886 -> Flow rate: 66.67 L/m,,,,12:15.9,->,Flow rate:,66.67,L/m
16:12:15.980 -> Flow rate: 66.67 L/m,,,,12:16.0,->,Flow rate:,66.67,L/m
16:12:16.074 -> Flow rate: 66.67 L/m,,,,12:16.1,->,Flow rate:,66.67,L/m
16:12:16.168 -> Flow rate: 66.67 L/m,,,,12:16.2,->,Flow rate:,66.67,L/m
16:12:16.309 -> Flow rate: 58.33 L/m,,,,12:16.3,->,Flow rate:,58.33,L/m
16:12:16.402 -> Flow rate: 66.67 L/m,,,,12:16.4,->,Flow rate:,66.67,L/m
16:12:16.496 -> Flow rate: 66.67 L/m,,,,12:16.5,->,Flow rate:,66.67,L/m
16:12:16.591 -> Flow rate: 58.33 L/m,,,,12:16.6,->,Flow rate:,58.33,L/m
16:12:16.684 -> Flow rate: 66.67 L/m,,,,12:16.7,->,Flow rate:,66.67,L/m
16:12:16.778 -> Flow rate: 58.33 L/m,,,,12:16.8,->,Flow rate:,58.33,L/m
16:12:16.872 -> Flow rate: 58.33 L/m,,,,12:16.9,->,Flow rate:,58.33,L/m
16:12:17.013 -> Flow rate: 58.33 L/m,,,,12:17.0,->,Flow rate:,58.33,L/m
16:12:17.107 -> Flow rate: 50.00 L/m,,,,12:17.1,->,Flow rate:,50,L/m
16:12:17.200 -> Flow rate: 58.33 L/m,,,,12:17.2,->,Flow rate:,58.33,L/m
