TimeStamp,,,,TimeStamp,,Specification,Value,Unit
16:12:17.294 -> Flow rate: 58.33 L/m,,,,12:17.3,->,Flow rate:,58.33,L/m
16:12:17.388 -> Flow rate: 58.33 L/m,,,,12:17.4,->,Flow rate:,58.33,L/m
16:12:17.481 -> Flow rate: 66.67 L/m,,,,12:17.5,->,Flow rate:,66.67,L/m
16:12:17.575 -> Flow rate: 66.67 L/m,,,,12:17.6,->,Flow rate:,66.67,L/m
16:12:17.669 -> Flow rate: 58.33 L/m,,,,12:17.7,->,Flow rate:,58.33,L/m
16:12:17.810 -> Flow rate: 66.67 L/m,,,,12:17.8,->,Flow rate:,66.67,L/m
16:12:17.903 -> Flow rate: 66.67 L/m,,,,12:17.9,->,Flow rate:,66.67,L/m
16:12:17.998 -> Flow rate: 66.67 L/m,,,,12:18.0,->,Flow rate:,66.67,L/m
16:12:18.091 -> Flow rate: 66.67 L/m,,,,12:18.1,->,Flow rate:,66.67,L/m
16:12:18.185 -> Flow rate: 66.67 L/m,,,,12:18.2,->,Flow rate:,66.67,L/m
16:12:18.279 -> Flow rate: 66.67 L/m,,,,12:18.3,->,Flow rate:,66.67,L/m
16:12:18.373 -> Flow rate: 66.67 L/m,,,,12:18.4,->,Flow rate:,66.67,L/m
16:12:18.466 -> Flow rate: 66.67 L/m,,,,12:18.5,->,Flow rate:,66.67,L/m
16:12:18.607 -> Flow rate: 66.67 L/m,,,,12:18.6,->,Flow rate:,66.67,L/m
16:12:18.701 -> Flow rate: 66.67 L/m,,,,12:18.7,->,Flow rate:,66.67,L/m
16:12:18.794 -> Flow rate: 66.67 L/m,,,,12:18.8,->,Flow rate:,66.67,L/m
16:12:18.888 -> Flow rate: 66.67 L/m,,,,12:18.9,->,Flow rate:,66.67,L/m
16:12:18.982 -> Flow rate: 66.67 L/m,,,,12:19.0,->,Flow rate:,66.67,L/m
16:12:19.076 -> Flow rate: 66.67 L/m,,,,12:19.1,->,Flow rate:,66.67,L/m
16:12:19.169 -> Flow rate: 58.33 L/m,,,,12:19.2,->,Flow rate:,58.33,L/m
16:12:19.313 -> Flow rate: 75.00 L/m,,,,12:19.3,->,Flow rate:,75,L/m
16:12:19.404 -> Flow rate: 58.33 L/m,,,,12:19.4,->,Flow rate:,58.33,L/m
16:12:19.498 -> Flow rate: 66.67 L/m,,,,12:19.5,->,Flow rate:,66.67,L/m
16:12:19.592 -> Flow rate: 66.67 L/m,,,,12:19.6,->,Flow rate:,66.67,L/m
16:12:19.686 -> Flow rate: 66.67 L/m,,,,12:19.7,->,Flow rate:,66.67,L/m
16:12:19.779 -> Flow rate: 66.67 L/m,,,,12:19.8,->,Flow rate:,66.67,L/m
16:12:19.873 -> Flow rate: 58.33 L/m,,,,12:19.9,->,Flow rate:,58.33,L/m
16:12:19.967 -> Flow rate: 66.67 L/m,,,,12:20.0,->,Flow rate:,66.67,L/m
16:12:20.108 -> Flow rate: 66.67 L/m,,,,12:20.1,->,Flow rate:,66.67,L/m
16:12:20.201 -> Flow rate: 66.67 L/m,,,,12:20.2,->,Flow rate:,66.67,L/m
16:12:20.295 -> Flow rate: 66.67 L/m,,,,12:20.3,->,Flow rate:,66.67,L/m
16:12:20.389 -> Flow rate: 66.67 L/m,,,,12:20.4,->,Flow rate:,66.67,L/m
16:12:20.482 -> Flow rate: 66.67 L/m,,,,12:20.5,->,Flow rate:,66.67,L/m
16:12:20.576 -> Flow rate: 58.33 L/m,,,,12:20.6,->,Flow rate:,58.33,L/m
16:12:20.670 -> Flow rate: 66.67 L/m,,,,12:20.7,->,Flow rate:,66.67,L/m
16:12:20.764 -> Flow rate: 58.33 L/m,,,,12:20.8,->,Flow rate:,58.33,L/m
16:12:20.905 -> Flow rate: 66.67 L/m,,,,12:20.9,->,Flow rate:,66.67,L/m
16:12:20.999 -> Flow rate: 58.33 L/m,,,,12:21.0,->,Flow rate:,58.33,L/m
16:12:21.092 -> Flow rate: 66.67 L/m,,,,12:21.1,->,Flow rate:,66.67,L/m
16:12:21.186 -> Flow rate: 66.67 L/m,,,,12:21.2,->,Flow rate:,66.67,L/m
16:12:21.280 -> Flow rate: 66.67 L/m,,,,12:21.3,->,Flow rate:,66.67,L/m
16:12:21.374 -> Flow rate: 66.67 L/m,,,,12:21.4,->,Flow rate:,66.67,L/m
16:12:21.467 -> Flow rate: 58.33 L/m,,,,12:21.5,->,Flow rate:,58.33,L/m
16:12:21.608 -> Flow rate: 66.67 L/m,,,,12:21.6,->,Flow rate:,66.67,L/m
16:12:21.702 -> Flow rate: 58.33 L/m,,,,12:21.7,->,Flow rate:,58.33,L/m
16:12:21.795 -> Flow rate: 66.67 L/m,,,,12:21.8,->,Flow rate:,66.67,L/m
16:12:21.889 -> Flow rate: 66.67 L/m,,,,12:21.9,->,Flow rate:,66.67,L/m
16:12:21.983 -> Flow rate: 66.67 L/m,,,,12:22.0,->,Flow rate:,66.67,L/m
16:12:22.077 -> Flow rate: 58.33 L/m,,,,12:22.1,->,Flow rate:,58.33,L/m
16:12:22.171 -> Flow rate: 66.67 L/m,,,,12:22.2,->,Flow rate:,66.67,L/m
16:12:22.265 -> Flow rate: 58.33 L/m,,,,12:22.3,->,Flow rate:,58.33,L/m
16:12:22.405 -> Flow rate: 66.67 L/m,,,,12:22.4,->,Flow rate:,66.67,L/m
16:12:22.499 -> Flow rate: 66.67 L/m,,,,12:22.5,->,Flow rate:,66.67,L/m
16:12:22.593 -> Flow rate: 58.33 L/m,,,,12:22.6,->,Flow rate:,58.33,L/m
16:12:22.687 -> Flow rate: 58.33 L/m,,,,12:22.7,->,Flow rate:,58.33,L/m
16:12:22.796 -> Flow rate: 66.67 L/m,,,,12:22.8,->,Flow rate:,66.67,L/m
16:12:22.890 -> Flow rate: 58.33 L/m,,,,12:22.9,->,Flow rate:,58.33,L/m
16:12:22.983 -> Flow rate: 58.33 L/m,,,,12:23.0,->,Flow rate:,58.33,L/m
16:12:23.077 -> Flow rate: 58.33 L/m,,,,12:23.1,->,Flow rate:,58.33,L/m
16:12:23.171 -> Flow rate: 58.33 L/m,,,,12:23.2,->,Flow rate:,58.33,L/m
16:12:23.312 -> Flow rate: 66.67 L/m,,,,12:23.3,->,Flow rate:,66.67,L/m
16:12:23.405 -> Flow rate: 58.33 L/m,,,,12:23.4,->,Flow rate:,58.33,L/m
16:12:23.499 -> Flow rate: 66.67 L/m,,,,12:23.5,->,Flow rate:,66.67,L/m
16:12:23.577 -> Flow rate: 66.67 L/m,,,,12:23.6,->,Flow rate:,66.67,L/m
16:12:23.671 -> Flow rate: 66.67 L/m,,,,12:23.7,->,Flow rate:,66.67,L/m
16:12:23.765 -> Flow rate: 66.67 L/m,,,,12:23.8,->,Flow rate:,66.67,L/m
16:12:23.906 -> Flow rate: 66.67 L/m,,,,12:23.9,->,Flow rate:,66.67,L/m
16:12:23.999 -> Flow rate: 66.67 L/m,,,,12:24.0,->,Flow rate:,66.67,L/m
16:12:24.093 -> Flow rate: 66.67 L/m,,,,12:24.1,->,Flow rate:,66.67,L/m
16:12:24.187 -> Flow rate: 66.67 L/m,,,,12:24.2,->,Flow rate:,66.67,L/m
16:12:24.281 -> Flow rate: 58.33 L/m,,,,12:24.3,->,Flow rate:,58.33,L/m
16:12:24.374 -> Flow rate: 66.67 L/m,,,,12:24.4,->,Flow rate:,66.67,L/m
16:12:24.468 -> Flow rate: 66.67 L/m,,,,12:24.5,->,Flow rate:,66.67,L/m
16:12:24.609 -> Flow rate: 58.33 L/m,,,,12:24.6,->,Flow rate:,58.33,L/m
16:12:24.702 -> Flow rate: 66.67 L/m,,,,12:24.7,->,Flow rate:,66.67,L/m
16:12:24.797 -> Flow rate: 66.67 L/m,,,,12:24.8,->,Flow rate:,66.67,L/m
16:12:24.891 -> Flow rate: 66.67 L/m,,,,12:24.9,->,Flow rate:,66.67,L/m
16:12:24.984 -> Flow rate: 66.67 L/m,,,,12:25.0,->,Flow rate:,66.67,L/m
16:12:25.078 -> Flow rate: 66.67 L/m,,,,12:25.1,->,Flow rate:,66.67,L/m
16:12:25.172 -> Flow rate: 66.67 L/m,,,,12:25.2,->,Flow rate:,66.67,L/m
16:12:25.266 -> Flow rate: 66.67 L/m,,,,12:25.3,->,Flow rate:,66.67,L/m
16:12:25.406 -> Flow rate: 66.67 L/m,,,,12:25.4,->,Flow rate:,66.67,L/m
16:12:25.500 -> Flow rate: 66.67 L/m,,,,12:25.5,->,Flow rate:,66.67,L/m
16:12:25.594 -> Flow rate: 66.67 L/m,,,,12:25.6,->,Flow rate:,66.67,L/m
16:12:25.687 -> Flow rate: 66.67 L/m,,,,12:25.7,->,Flow rate:,66.67,L/m
16:12:25.781 -> Flow rate: 66.67 L/m,,,,12:25.8,->,Flow rate:,66.67,L/m
16:12:25.875 -> Flow rate: 66.67 L/m,,,,12:25.9,->,Flow rate:,66.67,L/m
16:12:25.969 -> Flow rate: 58.33 L/m,,,,12:26.0,->,Flow rate:,58.33,L/m
16:12:26.062 -> Flow rate: 66.67 L/m,,,,12:26.1,->,Flow rate:,66.67,L/m
16:12:26.204 -> Flow rate: 66.67 L/m,,,,12:26.2,->,Flow rate:,66.67,L/m
16:12:26.298 -> Flow rate: 66.67 L/m,,,,12:26.3,->,Flow rate:,66.67,L/m
16:12:26.392 -> Flow rate: 66.67 L/m,,,,12:26.4,->,Flow rate:,66.67,L/m
16:12:26.485 -> Flow rate: 66.67 L/m,,,,12:26.5,->,Flow rate:,66.67,L/m
16:12:26.579 -> Flow rate: 66.67 L/m,,,,12:26.6,->,Flow rate:,66.67,L/m
16:12:26.673 -> Flow rate: 66.67 L/m,,,,12:26.7,->,Flow rate:,66.67,L/m
16:12:26.767 -> Flow rate: 58.33 L/m,,,,12:26.8,->,Flow rate:,58.33,L/m
16:12:26.907 -> Flow rate: 66.67 L/m,,,,12:26.9,->,Flow rate:,66.67,L/m
16:12:27.001 -> Flow rate: 66.67 L/m,,,,12:27.0,->,Flow rate:,66.67,L/m
16:12:27.095 -> Flow rate: 66.67 L/m,,,,12:27.1,->,Flow rate:,66.67,L/m
16:12:27.189 -> Flow rate: 66.67 L/m,,,,12:27.2,->,Flow rate:,66.67,L/m
16:12:27.283 -> Flow rate: 58.33 L/m,,,,12:27.3,->,Flow rate:,58.33,L/m
16:12:27.376 -> Flow rate: 66.67 L/m,,,,12:27.4,->,Flow rate:,66.67,L/m
16:12:27.470 -> Flow rate: 58.33 L/m,,,,12:27.5,->,Flow rate:,58.33,L/m
16:12:27.611 -> Flow rate: 66.67 L/m,,,,12:27.6,->,Flow rate:,66.67,L/m
16:12:27.705 -> Flow rate: 58.33 L/m,,,,12:27.7,->,Flow rate:,58.33,L/m
16:12:27.799 -> Flow rate: 66.67 L/m,,,,12:27.8,->,Flow rate:,66.67,L/m
16:12:27.892 -> Flow rate: 66.67 L/m,,,,12:27.9,->,Flow rate:,66.67,L/m
16:12:27.986 -> Flow rate: 58.33 L/m,,,,12:28.0,->,Flow rate:,58.33,L/m
16:12:28.080 -> Flow rate: 66.67 L/m,,,,12:28.1,->,Flow rate:,66.67,L/m
16:12:28.174 -> Flow rate: 58.33 L/m,,,,12:28.2,->,Flow rate:,58.33,L/m
16:12:28.267 -> Flow rate: 58.33 L/m,,,,12:28.3,->,Flow rate:,58.33,L/m
16:12:28.408 -> Flow rate: 58.33 L/m,,,,12:28.4,->,Flow rate:,58.33,L/m
16:12:28.502 -> Flow rate: 58.33 L/m,,,,12:28.5,->,Flow rate:,58.33,L/m
16:12:28.596 -> Flow rate: 58.33 L/m,,,,12:28.6,->,Flow rate:,58.33,L/m
16:12:28.689 -> Flow rate: 66.67 L/m,,,,12:28.7,->,Flow rate:,66.67,L/m
16:12:28.783 -> Flow rate: 66.67 L/m,,,,12:28.8,->,Flow rate:,66.67,L/m
16:12:28.877 -> Flow rate: 66.67 L/m,,,,12:28.9,->,Flow rate:,66.67,L/m
16:12:28.971 -> Flow rate: 66.67 L/m,,,,12:29.0,->,Flow rate:,66.67,L/m
16:12:29.112 -> Flow rate: 66.67 L/m,,,,12:29.1,->,Flow rate:,66.67,L/m
16:12:29.205 -> Flow rate: 66.67 L/m,,,,12:29.2,->,Flow rate:,66.67,L/m
16:12:29.299 -> Flow rate: 58.33 L/m,,,,12:29.3,->,Flow rate:,58.33,L/m
16:12:29.393 -> Flow rate: 66.67 L/m,,,,12:29.4,->,Flow rate:,66.67,L/m
16:12:29.487 -> Flow rate: 66.67 L/m,,,,12:29.5,->,Flow rate:,66.67,L/m
16:12:29.580 -> Flow rate: 66.67 L/m,,,,12:29.6,->,Flow rate:,66.67,L/m
16:12:29.674 -> Flow rate: 66.67 L/m,,,,12:29.7,->,Flow rate:,66.67,L/m
16:12:29.768 -> Flow rate: 66.67 L/m,,,,12:29.8,->,Flow rate:,66.67,L/m
16:12:29.909 -> Flow rate: 66.67 L/m,,,,12:29.9,->,Flow rate:,66.67,L/m
16:12:30.002 -> Flow rate: 58.33 L/m,,,,12:30.0,->,Flow rate:,58.33,L/m
16:12:30.096 -> Flow rate: 66.67 L/m,,,,12:30.1,->,Flow rate:,66.67,L/m
16:12:30.190 -> Flow rate: 66.67 L/m,,,,12:30.2,->,Flow rate:,66.67,L/m
16:12:30.284 -> Flow rate: 66.67 L/m,,,,12:30.3,->,Flow rate:,66.67,L/m
16:12:30.378 -> Flow rate: 58.33 L/m,,,,12:30.4,->,Flow rate:,58.33,L/m
16:12:30.472 -> Flow rate: 66.67 L/m,,,,12:30.5,->,Flow rate:,66.67,L/m
16:12:30.613 -> Flow rate: 66.67 L/m,,,,12:30.6,->,Flow rate:,66.67,L/m
16:12:30.707 -> Flow rate: 58.33 L/m,,,,12:30.7,->,Flow rate:,58.33,L/m
16:12:30.801 -> Flow rate: 66.67 L/m,,,,12:30.8,->,Flow rate:,66.67,L/m
16:12:30.894 -> Flow rate: 66.67 L/m,,,,12:30.9,->,Flow rate:,66.67,L/m
16:12:30.988 -> Flow rate: 66.67 L/m,,,,12:31.0,->,Flow rate:,66.67,L/m
16:12:31.082 -> Flow rate: 58.33 L/m,,,,12:31.1,->,Flow rate:,58.33,L/m
16:12:31.175 -> Flow rate: 66.67 L/m,,,,12:31.2,->,Flow rate:,66.67,L/m
16:12:31.269 -> Flow rate: 66.67 L/m,,,,12:31.3,->,Flow rate:,66.67,L/m
16:12:31.410 -> Flow rate: 66.67 L/m,,,,12:31.4,->,Flow rate:,66.67,L/m
16:12:31.504 -> Flow rate: 66.67 L/m,,,,12:31.5,->,Flow rate:,66.67,L/m
16:12:31.597 -> Flow rate: 66.67 L/m,,,,12:31.6,->,Flow rate:,66.67,L/m
16:12:31.691 -> Flow rate: 66.67 L/m,,,,12:31.7,->,Flow rate:,66.67,L/m
16:12:31.785 -> Flow rate: 66.67 L/m,,,,12:31.8,->,Flow rate:,66.67,L/m
16:12:31.878 -> Flow rate: 66.67 L/m,,,,12:31.9,->,Flow rate:,66.67,L/m
16:12:31.972 -> Flow rate: 66.67 L/m,,,,12:32.0,->,Flow rate:,66.67,L/m
16:12:32.066 -> Flow rate: 58.33 L/m,,,,12:32.1,->,Flow rate:,58.33,L/m
16:12:32.207 -> Flow rate: 58.33 L/m,,,,12:32.2,->,Flow rate:,58.33,L/m
16:12:32.301 -> Flow rate: 66.67 L/m,,,,12:32.3,->,Flow rate:,66.67,L/m
16:12:32.394 -> Flow rate: 66.67 L/m,,,,12:32.4,->,Flow rate:,66.67,L/m
16:12:32.488 -> Flow rate: 58.33 L/m,,,,12:32.5,->,Flow rate:,58.33,L/m
16:12:32.582 -> Flow rate: 66.67 L/m,,,,12:32.6,->,Flow rate:,66.67,L/m
16:12:32.676 -> Flow rate: 66.67 L/m,,,,12:32.7,->,Flow rate:,66.67,L/m
16:12:32.769 -> Flow rate: 66.67 L/m,,,,12:32.8,->,Flow rate:,66.67,L/m
16:12:32.910 -> Flow rate: 66.67 L/m,,,,12:32.9,->,Flow rate:,66.67,L/m
16:12:33.004 -> Flow rate: 66.67 L/m,,,,12:33.0,->,Flow rate:,66.67,L/m
16:12:33.098 -> Flow rate: 66.67 L/m,,,,12:33.1,->,Flow rate:,66.67,L/m
16:12:33.192 -> Flow rate: 66.67 L/m,,,,12:33.2,->,Flow rate:,66.67,L/m
16:12:33.286 -> Flow rate: 66.67 L/m,,,,12:33.3,->,Flow rate:,66.67,L/m
16:12:33.379 -> Flow rate: 66.67 L/m,,,,12:33.4,->,Flow rate:,66.67,L/m
16:12:33.473 -> Flow rate: 58.33 L/m,,,,12:33.5,->,Flow rate:,58.33,L/m
16:12:33.567 -> Flow rate: 66.67 L/m,,,,12:33.6,->,Flow rate:,66.67,L/m
16:12:33.708 -> Flow rate: 58.33 L/m,,,,12:33.7,->,Flow rate:,58.33,L/m
16:12:33.801 -> Flow rate: 66.67 L/m,,,,12:33.8,->,Flow rate:,66.67,L/m
16:12:33.895 -> Flow rate: 66.67 L/m,,,,12:33.9,->,Flow rate:,66.67,L/m
16:12:33.989 -> Flow rate: 66.67 L/m,,,,12:34.0,->,Flow rate:,66.67,L/m
16:12:34.083 -> Flow rate: 66.67 L/m,,,,12:34.1,->,Flow rate:,66.67,L/m
16:12:34.176 -> Flow rate: 58.33 L/m,,,,12:34.2,->,Flow rate:,58.33,L/m
16:12:34.270 -> Flow rate: 75.00 L/m,,,,12:34.3,->,Flow rate:,75,L/m
16:12:34.411 -> Flow rate: 66.67 L/m,,,,12:34.4,->,Flow rate:,66.67,L/m
16:12:34.505 -> Flow rate: 58.33 L/m,,,,12:34.5,->,Flow rate:,58.33,L/m
16:12:34.599 -> Flow rate: 75.00 L/m,,,,12:34.6,->,Flow rate:,75,L/m
16:12:34.692 -> Flow rate: 66.67 L/m,,,,12:34.7,->,Flow rate:,66.67,L/m
16:12:34.786 -> Flow rate: 58.33 L/m,,,,12:34.8,->,Flow rate:,58.33,L/m
16:12:34.880 -> Flow rate: 66.67 L/m,,,,12:34.9,->,Flow rate:,66.67,L/m
16:12:34.974 -> Flow rate: 66.67 L/m,,,,12:35.0,->,Flow rate:,66.67,L/m
16:12:35.068 -> Flow rate: 58.33 L/m,,,,12:35.1,->,Flow rate:,58.33,L/m
16:12:35.208 -> Flow rate: 58.33 L/m,,,,12:35.2,->,Flow rate:,58.33,L/m
16:12:35.302 -> Flow rate: 66.67 L/m,,,,12:35.3,->,Flow rate:,66.67,L/m
16:12:35.396 -> Flow rate: 58.33 L/m,,,,12:35.4,->,Flow rate:,58.33,L/m
16:12:35.489 -> Flow rate: 58.33 L/m,,,,12:35.5,->,Flow rate:,58.33,L/m
16:12:35.583 -> Flow rate: 58.33 L/m,,,,12:35.6,->,Flow rate:,58.33,L/m
16:12:35.678 -> Flow rate: 66.67 L/m,,,,12:35.7,->,Flow rate:,66.67,L/m
16:12:35.771 -> Flow rate: 66.67 L/m,,,,12:35.8,->,Flow rate:,66.67,L/m
16:12:35.865 -> Flow rate: 58.33 L/m,,,,12:35.9,->,Flow rate:,58.33,L/m
16:12:36.005 -> Flow rate: 66.67 L/m,,,,12:36.0,->,Flow rate:,66.67,L/m
16:12:36.099 -> Flow rate: 66.67 L/m,,,,12:36.1,->,Flow rate:,66.67,L/m
16:12:36.193 -> Flow rate: 58.33 L/m,,,,12:36.2,->,Flow rate:,58.33,L/m
16:12:36.287 -> Flow rate: 66.67 L/m,,,,12:36.3,->,Flow rate:,66.67,L/m
16:12:36.381 -> Flow rate: 58.33 L/m,,,,12:36.4,->,Flow rate:,58.33,L/m
16:12:36.474 -> Flow rate: 58.33 L/m,,,,12:36.5,->,Flow rate:,58.33,L/m
16:12:36.568 -> Flow rate: 50.00 L/m,,,,12:36.6,->,Flow rate:,50,L/m
16:12:36.709 -> Flow rate: 58.33 L/m,,,,12:36.7,->,Flow rate:,58.33,L/m
16:12:36.803 -> Flow rate: 50.00 L/m,,,,12:36.8,->,Flow rate:,50,L/m
16:12:36.896 -> Flow rate: 58.33 L/m,,,,12:36.9,->,Flow rate:,58.33,L/m
16:12:36.990 -> Flow rate: 58.33 L/m,,,,12:37.0,->,Flow rate:,58.33,L/m
16:12:37.084 -> Flow rate: 58.33 L/m,,,,12:37.1,->,Flow rate:,58.33,L/m
16:12:37.178 -> Flow rate: 58.33 L/m,,,,12:37.2,->,Flow rate:,58.33,L/m
16:12:37.272 -> Flow rate: 66.67 L/m,,,,12:37.3,->,Flow rate:,66.67,L/m
16:12:37.366 -> Flow rate: 66.67 L/m,,,,12:37.4,->,Flow rate:,66.67,L/m
16:12:37.506 -> Flow rate: 58.33 L/m,,,,12:37.5,->,Flow rate:,58.33,L/m
16:12:37.600 -> Flow rate: 66.67 L/m,,,,12:37.6,->,Flow rate:,66.67,L/m
16:12:37.694 -> Flow rate: 66.67 L/m,,,,12:37.7,->,Flow rate:,66.67,L/m
16:12:37.787 -> Flow rate: 66.67 L/m,,,,12:37.8,->,Flow rate:,66.67,L/m
16:12:37.881 -> Flow rate: 58.33 L/m,,,,12:37.9,->,Flow rate:,58.33,L/m
16:12:37.975 -> Flow rate: 66.67 L/m,,,,12:38.0,->,Flow rate:,66.67,L/m
16:12:38.069 -> Flow rate: 66.67 L/m,,,,12:38.1,->,Flow rate:,66.67,L/m
16:12:38.209 -> Flow rate: 66.67 L/m,,,,12:38.2,->,Flow rate:,66.67,L/m
16:12:38.303 -> Flow rate: 58.33 L/m,,,,12:38.3,->,Flow rate:,58.33,L/m
16:12:38.397 -> Flow rate: 66.67 L/m,,,,12:38.4,->,Flow rate:,66.67,L/m
16:12:38.491 -> Flow rate: 66.67 L/m,,,,12:38.5,->,Flow rate:,66.67,L/m
16:12:38.585 -> Flow rate: 66.67 L/m,,,,12:38.6,->,Flow rate:,66.67,L/m
16:12:38.678 -> Flow rate: 66.67 L/m,,,,12:38.7,->,Flow rate:,66.67,L/m
16:12:38.772 -> Flow rate: 66.67 L/m,,,,12:38.8,->,Flow rate:,66.67,L/m
16:12:38.866 -> Flow rate: 66.67 L/m,,,,12:38.9,->,Flow rate:,66.67,L/m
16:12:39.007 -> Flow rate: 66.67 L/m,,,,12:39.0,->,Flow rate:,66.67,L/m
16:12:39.100 -> Flow rate: 66.67 L/m,,,,12:39.1,->,Flow rate:,66.67,L/m
16:12:39.194 -> Flow rate: 66.67 L/m,,,,12:39.2,->,Flow rate:,66.67,L/m
16:12:39.288 -> Flow rate: 66.67 L/m,,,,12:39.3,->,Flow rate:,66.67,L/m
16:12:39.382 -> Flow rate: 66.67 L/m,,,,12:39.4,->,Flow rate:,66.67,L/m
16:12:39.475 -> Flow rate: 66.67 L/m,,,,12:39.5,->,Flow rate:,66.67,L/m
16:12:39.569 -> Flow rate: 66.67 L/m,,,,12:39.6,->,Flow rate:,66.67,L/m
16:12:39.710 -> Flow rate: 58.33 L/m,,,,12:39.7,->,Flow rate:,58.33,L/m
16:12:39.804 -> Flow rate: 66.67 L/m,,,,12:39.8,->,Flow rate:,66.67,L/m
16:12:39.898 -> Flow rate: 66.67 L/m,,,,12:39.9,->,Flow rate:,66.67,L/m
16:12:39.992 -> Flow rate: 66.67 L/m,,,,12:40.0,->,Flow rate:,66.67,L/m
16:12:40.085 -> Flow rate: 66.67 L/m,,,,12:40.1,->,Flow rate:,66.67,L/m
16:12:40.179 -> Flow rate: 66.67 L/m,,,,12:40.2,->,Flow rate:,66.67,L/m
16:12:40.273 -> Flow rate: 58.33 L/m,,,,12:40.3,->,Flow rate:,58.33,L/m
16:12:40.367 -> Flow rate: 66.67 L/m,,,,12:40.4,->,Flow rate:,66.67,L/m
16:12:40.507 -> Flow rate: 66.67 L/m,,,,12:40.5,->,Flow rate:,66.67,L/m
16:12:40.601 -> Flow rate: 58.33 L/m,,,,12:40.6,->,Flow rate:,58.33,L/m
16:12:40.695 -> Flow rate: 66.67 L/m,,,,12:40.7,->,Flow rate:,66.67,L/m
16:12:40.788 -> Flow rate: 66.67 L/m,,,,12:40.8,->,Flow rate:,66.67,L/m
16:12:40.882 -> Flow rate: 66.67 L/m,,,,12:40.9,->,Flow rate:,66.67,L/m
16:12:40.976 -> Flow rate: 66.67 L/m,,,,12:41.0,->,Flow rate:,66.67,L/m
16:12:41.070 -> Flow rate: 58.33 L/m,,,,12:41.1,->,Flow rate:,58.33,L/m
16:12:41.211 -> Flow rate: 66.67 L/m,,,,12:41.2,->,Flow rate:,66.67,L/m
16:12:41.305 -> Flow rate: 66.67 L/m,,,,12:41.3,->,Flow rate:,66.67,L/m
16:12:41.398 -> Flow rate: 66.67 L/m,,,,12:41.4,->,Flow rate:,66.67,L/m
16:12:41.492 -> Flow rate: 66.67 L/m,,,,12:41.5,->,Flow rate:,66.67,L/m
16:12:41.586 -> Flow rate: 66.67 L/m,,,,12:41.6,->,Flow rate:,66.67,L/m
16:12:41.680 -> Flow rate: 66.67 L/m,,,,12:41.7,->,Flow rate:,66.67,L/m
16:12:41.773 -> Flow rate: 66.67 L/m,,,,12:41.8,->,Flow rate:,66.67,L/m
16:12:41.867 -> Flow rate: 58.33 L/m,,,,12:41.9,->,Flow rate:,58.33,L/m
16:12:42.008 -> Flow rate: 58.33 L/m,,,,12:42.0,->,Flow rate:,58.33,L/m
16:12:42.102 -> Flow rate: 58.33 L/m,,,,12:42.1,->,Flow rate:,58.33,L/m
16:12:42.196 -> Flow rate: 58.33 L/m,,,,12:42.2,->,Flow rate:,58.33,L/m
16:12:42.290 -> Flow rate: 66.67 L/m,,,,12:42.3,->,Flow rate:,66.67,L/m
16:12:42.384 -> Flow rate: 58.33 L/m,,,,12:42.4,->,Flow rate:,58.33,L/m
16:12:42.477 -> Flow rate: 66.67 L/m,,,,12:42.5,->,Flow rate:,66.67,L/m
16:12:42.572 -> Flow rate: 66.67 L/m,,,,12:42.6,->,Flow rate:,66.67,L/m
16:12:42.666 -> Flow rate: 66.67 L/m,,,,12:42.7,->,Flow rate:,66.67,L/m
16:12:42.806 -> Flow rate: 66.67 L/m,,,,12:42.8,->,Flow rate:,66.67,L/m
16:12:42.900 -> Flow rate: 66.67 L/m,,,,12:42.9,->,Flow rate:,66.67,L/m
16:12:42.994 -> Flow rate: 66.67 L/m,,,,12:43.0,->,Flow rate:,66.67,L/m
16:12:43.088 -> Flow rate: 66.67 L/m,,,,12:43.1,->,Flow rate:,66.67,L/m
16:12:43.181 -> Flow rate: 66.67 L/m,,,,12:43.2,->,Flow rate:,66.67,L/m
