TimeStamp,,,,TimeStamp,,Specification,Value,Unit
16:12:43.275 -> Flow rate: 66.67 L/m,,,,12:43.3,->,Flow rate:,66.67,L/m
16:12:43.369 -> Flow rate: 66.67 L/m,,,,12:43.4,->,Flow rate:,66.67,L/m
16:12:43.509 -> Flow rate: 66.67 L/m,,,,12:43.5,->,Flow rate:,66.67,L/m
16:12:43.603 -> Flow rate: 58.33 L/m,,,,12:43.6,->,Flow rate:,58.33,L/m
16:12:43.697 -> Flow rate: 66.67 L/m,,,,12:43.7,->,Flow rate:,66.67,L/m
16:12:43.791 -> Flow rate: 66.67 L/m,,,,12:43.8,->,Flow rate:,66.67,L/m
16:12:43.885 -> Flow rate: 66.67 L/m,,,,12:43.9,->,Flow rate:,66.67,L/m
16:12:43.978 -> Flow rate: 66.67 L/m,,,,12:44.0,->,Flow rate:,66.67,L/m
16:12:44.072 -> Flow rate: 66.67 L/m,,,,12:44.1,->,Flow rate:,66.67,L/m
16:12:44.166 -> Flow rate: 66.67 L/m,,,,12:44.2,->,Flow rate:,66.67,L/m
16:12:44.307 -> Flow rate: 58.33 L/m,,,,12:44.3,->,Flow rate:,58.33,L/m
16:12:44.400 -> Flow rate: 66.67 L/m,,,,12:44.4,->,Flow rate:,66.67,L/m
16:12:44.494 -> Flow rate: 66.67 L/m,,,,12:44.5,->,Flow rate:,66.67,L/m
16:12:44.588 -> Flow rate: 58.33 L/m,,,,12:44.6,->,Flow rate:,58.33,L/m
16:12:44.682 -> Flow rate: 66.67 L/m,,,,12:44.7,->,Flow rate:,66.67,L/m
16:12:44.775 -> Flow rate: 66.67 L/m,,,,12:44.8,->,Flow rate:,66.67,L/m
16:12:44.869 -> Flow rate: 58.33 L/m,,,,12:44.9,->,Flow rate:,58.33,L/m
16:12:45.010 -> Flow rate: 66.67 L/m,,,,12:45.0,->,Flow rate:,66.67,L/m
16:12:45.104 -> Flow rate: 66.67 L/m,,,,12:45.1,->,Flow rate:,66.67,L/m
16:12:45.197 -> Flow rate: 66.67 L/m,,,,12:45.2,->,Flow rate:,66.67,L/m
16:12:45.292 -> Flow rate: 66.67 L/m,,,,12:45.3,->,Flow rate:,66.67,L/m
16:12:45.385 -> Flow rate: 66.67 L/m,,,,12:45.4,->,Flow rate:,66.67,L/m
16:12:45.479 -> Flow rate: 66.67 L/m,,,,12:45.5,->,Flow rate:,66.67,L/m
16:12:45.573 -> Flow rate: 58.33 L/m,,,,12:45.6,->,Flow rate:,58.33,L/m
16:12:45.667 -> Flow rate: 66.67 L/m,,,,12:45.7,->,Flow rate:,66.67,L/m
16:12:45.807 -> Flow rate: 66.67 L/m,,,,12:45.8,->,Flow rate:,66.67,L/m
16:12:45.901 -> Flow rate: 66.67 L/m,,,,12:45.9,->,Flow rate:,66.67,L/m
16:12:45.995 -> Flow rate: 66.67 L/m,,,,12:46.0,->,Flow rate:,66.67,L/m
16:12:46.089 -> Flow rate: 66.67 L/m,,,,12:46.1,->,Flow rate:,66.67,L/m
16:12:46.182 -> Flow rate: 58.33 L/m,,,,12:46.2,->,Flow rate:,58.33,L/m
16:12:46.276 -> Flow rate: 66.67 L/m,,,,12:46.3,->,Flow rate:,66.67,L/m
16:12:46.370 -> Flow rate: 58.33 L/m,,,,12:46.4,->,Flow rate:,58.33,L/m
16:12:46.464 -> Flow rate: 58.33 L/m,,,,12:46.5,->,Flow rate:,58.33,L/m
16:12:46.604 -> Flow rate: 58.33 L/m,,,,12:46.6,->,Flow rate:,58.33,L/m
16:12:46.699 -> Flow rate: 58.33 L/m,,,,12:46.7,->,Flow rate:,58.33,L/m
16:12:46.792 -> Flow rate: 50.00 L/m,,,,12:46.8,->,Flow rate:,50,L/m
16:12:46.886 -> Flow rate: 50.00 L/m,,,,12:46.9,->,Flow rate:,50,L/m
16:12:46.980 -> Flow rate: 50.00 L/m,,,,12:47.0,->,Flow rate:,50,L/m
16:12:47.074 -> Flow rate: 58.33 L/m,,,,12:47.1,->,Flow rate:,58.33,L/m
16:12:47.168 -> Flow rate: 58.33 L/m,,,,12:47.2,->,Flow rate:,58.33,L/m
16:12:47.309 -> Flow rate: 58.33 L/m,,,,12:47.3,->,Flow rate:,58.33,L/m
16:12:47.402 -> Flow rate: 58.33 L/m,,,,12:47.4,->,Flow rate:,58.33,L/m
16:12:47.496 -> Flow rate: 66.67 L/m,,,,12:47.5,->,Flow rate:,66.67,L/m
16:12:47.590 -> Flow rate: 66.67 L/m,,,,12:47.6,->,Flow rate:,66.67,L/m
16:12:47.683 -> Flow rate: 58.33 L/m,,,,12:47.7,->,Flow rate:,58.33,L/m
16:12:47.777 -> Flow rate: 66.67 L/m,,,,12:47.8,->,Flow rate:,66.67,L/m
16:12:47.871 -> Flow rate: 66.67 L/m,,,,12:47.9,->,Flow rate:,66.67,L/m
16:12:48.012 -> Flow rate: 58.33 L/m,,,,12:48.0,->,Flow rate:,58.33,L/m
16:12:48.106 -> Flow rate: 66.67 L/m,,,,12:48.1,->,Flow rate:,66.67,L/m
16:12:48.200 -> Flow rate: 66.67 L/m,,,,12:48.2,->,Flow rate:,66.67,L/m
16:12:48.293 -> Flow rate: 66.67 L/m,,,,12:48.3,->,Flow rate:,66.67,L/m
16:12:48.387 -> Flow rate: 66.67 L/m,,,,12:48.4,->,Flow rate:,66.67,L/m
16:12:48.481 -> Flow rate: 66.67 L/m,,,,12:48.5,->,Flow rate:,66.67,L/m
16:12:48.575 -> Flow rate: 66.67 L/m,,,,12:48.6,->,Flow rate:,66.67,L/m
16:12:48.668 -> Flow rate: 66.67 L/m,,,,12:48.7,->,Flow rate:,66.67,L/m
16:12:48.809 -> Flow rate: 66.67 L/m,,,,12:48.8,->,Flow rate:,66.67,L/m
16:12:48.903 -> Flow rate: 66.67 L/m,,,,12:48.9,->,Flow rate:,66.67,L/m
16:12:48.997 -> Flow rate: 66.67 L/m,,,,12:49.0,->,Flow rate:,66.67,L/m
16:12:49.091 -> Flow rate: 66.67 L/m,,,,12:49.1,->,Flow rate:,66.67,L/m
16:12:49.184 -> Flow rate: 66.67 L/m,,,,12:49.2,->,Flow rate:,66.67,L/m
16:12:49.278 -> Flow rate: 66.67 L/m,,,,12:49.3,->,Flow rate:,66.67,L/m
16:12:49.372 -> Flow rate: 66.67 L/m,,,,12:49.4,->,Flow rate:,66.67,L/m
16:12:49.466 -> Flow rate: 66.67 L/m,,,,12:49.5,->,Flow rate:,66.67,L/m
16:12:49.606 -> Flow rate: 66.67 L/m,,,,12:49.6,->,Flow rate:,66.67,L/m
16:12:49.700 -> Flow rate: 66.67 L/m,,,,12:49.7,->,Flow rate:,66.67,L/m
16:12:49.794 -> Flow rate: 66.67 L/m,,,,12:49.8,->,Flow rate:,66.67,L/m
16:12:49.888 -> Flow rate: 66.67 L/m,,,,12:49.9,->,Flow rate:,66.67,L/m
16:12:49.981 -> Flow rate: 66.67 L/m,,,,12:50.0,->,Flow rate:,66.67,L/m
16:12:50.075 -> Flow rate: 66.67 L/m,,,,12:50.1,->,Flow rate:,66.67,L/m
16:12:50.169 -> Flow rate: 58.33 L/m,,,,12:50.2,->,Flow rate:,58.33,L/m
16:12:50.310 -> Flow rate: 66.67 L/m,,,,12:50.3,->,Flow rate:,66.67,L/m
16:12:50.403 -> Flow rate: 66.67 L/m,,,,12:50.4,->,Flow rate:,66.67,L/m
16:12:50.497 -> Flow rate: 58.33 L/m,,,,12:50.5,->,Flow rate:,58.33,L/m
16:12:50.591 -> Flow rate: 66.67 L/m,,,,12:50.6,->,Flow rate:,66.67,L/m
16:12:50.685 -> Flow rate: 58.33 L/m,,,,12:50.7,->,Flow rate:,58.33,L/m
16:12:50.779 -> Flow rate: 66.67 L/m,,,,12:50.8,->,Flow rate:,66.67,L/m
16:12:50.872 -> Flow rate: 58.33 L/m,,,,12:50.9,->,Flow rate:,58.33,L/m
16:12:51.013 -> Flow rate: 66.67 L/m,,,,12:51.0,->,Flow rate:,66.67,L/m
16:12:51.107 -> Flow rate: 58.33 L/m,,,,12:51.1,->,Flow rate:,58.33,L/m
16:12:51.201 -> Flow rate: 66.67 L/m,,,,12:51.2,->,Flow rate:,66.67,L/m
16:12:51.294 -> Flow rate: 66.67 L/m,,,,12:51.3,->,Flow rate:,66.67,L/m
16:12:51.388 -> Flow rate: 58.33 L/m,,,,12:51.4,->,Flow rate:,58.33,L/m
16:12:51.482 -> Flow rate: 66.67 L/m,,,,12:51.5,->,Flow rate:,66.67,L/m
16:12:51.576 -> Flow rate: 66.67 L/m,,,,12:51.6,->,Flow rate:,66.67,L/m
16:12:51.669 -> Flow rate: 66.67 L/m,,,,12:51.7,->,Flow rate:,66.67,L/m
16:12:51.810 -> Flow rate: 66.67 L/m,,,,12:51.8,->,Flow rate:,66.67,L/m
16:12:51.904 -> Flow rate: 66.67 L/m,,,,12:51.9,->,Flow rate:,66.67,L/m
16:12:51.997 -> Flow rate: 66.67 L/m,,,,12:52.0,->,Flow rate:,66.67,L/m
16:12:52.091 -> Flow rate: 58.33 L/m,,,,12:52.1,->,Flow rate:,58.33,L/m
16:12:52.185 -> Flow rate: 66.67 L/m,,,,12:52.2,->,Flow rate:,66.67,L/m
16:12:52.279 -> Flow rate: 58.33 L/m,,,,12:52.3,->,Flow rate:,58.33,L/m
16:12:52.373 -> Flow rate: 66.67 L/m,,,,12:52.4,->,Flow rate:,66.67,L/m
16:12:52.466 -> Flow rate: 66.67 L/m,,,,12:52.5,->,Flow rate:,66.67,L/m
16:12:52.607 -> Flow rate: 66.67 L/m,,,,12:52.6,->,Flow rate:,66.67,L/m
16:12:52.701 -> Flow rate: 66.67 L/m,,,,12:52.7,->,Flow rate:,66.67,L/m
16:12:52.795 -> Flow rate: 66.67 L/m,,,,12:52.8,->,Flow rate:,66.67,L/m
16:12:52.888 -> Flow rate: 66.67 L/m,,,,12:52.9,->,Flow rate:,66.67,L/m
16:12:52.982 -> Flow rate: 66.67 L/m,,,,12:53.0,->,Flow rate:,66.67,L/m
16:12:53.076 -> Flow rate: 66.67 L/m,,,,12:53.1,->,Flow rate:,66.67,L/m
16:12:53.170 -> Flow rate: 58.33 L/m,,,,12:53.2,->,Flow rate:,58.33,L/m
16:12:53.310 -> Flow rate: 66.67 L/m,,,,12:53.3,->,Flow rate:,66.67,L/m
16:12:53.404 -> Flow rate: 66.67 L/m,,,,12:53.4,->,Flow rate:,66.67,L/m
16:12:53.498 -> Flow rate: 66.67 L/m,,,,12:53.5,->,Flow rate:,66.67,L/m
16:12:53.592 -> Flow rate: 58.33 L/m,,,,12:53.6,->,Flow rate:,58.33,L/m
16:12:53.686 -> Flow rate: 66.67 L/m,,,,12:53.7,->,Flow rate:,66.67,L/m
16:12:53.764 -> Flow rate: 66.67 L/m,,,,12:53.8,->,Flow rate:,66.67,L/m
16:12:53.904 -> Flow rate: 66.67 L/m,,,,12:53.9,->,Flow rate:,66.67,L/m
16:12:53.998 -> Flow rate: 66.67 L/m,,,,12:54.0,->,Flow rate:,66.67,L/m
16:12:54.092 -> Flow rate: 66.67 L/m,,,,12:54.1,->,Flow rate:,66.67,L/m
16:12:54.186 -> Flow rate: 66.67 L/m,,,,12:54.2,->,Flow rate:,66.67,L/m
16:12:54.280 -> Flow rate: 58.33 L/m,,,,12:54.3,->,Flow rate:,58.33,L/m
16:12:54.373 -> Flow rate: 75.00 L/m,,,,12:54.4,->,Flow rate:,75,L/m
16:12:54.467 -> Flow rate: 66.67 L/m,,,,12:54.5,->,Flow rate:,66.67,L/m
16:12:54.608 -> Flow rate: 58.33 L/m,,,,12:54.6,->,Flow rate:,58.33,L/m
16:12:54.701 -> Flow rate: 66.67 L/m,,,,12:54.7,->,Flow rate:,66.67,L/m
16:12:54.795 -> Flow rate: 66.67 L/m,,,,12:54.8,->,Flow rate:,66.67,L/m
16:12:54.890 -> Flow rate: 66.67 L/m,,,,12:54.9,->,Flow rate:,66.67,L/m
16:12:54.983 -> Flow rate: 66.67 L/m,,,,12:55.0,->,Flow rate:,66.67,L/m
16:12:55.077 -> Flow rate: 66.67 L/m,,,,12:55.1,->,Flow rate:,66.67,L/m
16:12:55.171 -> Flow rate: 66.67 L/m,,,,12:55.2,->,Flow rate:,66.67,L/m
16:12:55.311 -> Flow rate: 66.67 L/m,,,,12:55.3,->,Flow rate:,66.67,L/m
16:12:55.405 -> Flow rate: 66.67 L/m,,,,12:55.4,->,Flow rate:,66.67,L/m
16:12:55.499 -> Flow rate: 66.67 L/m,,,,12:55.5,->,Flow rate:,66.67,L/m
16:12:55.593 -> Flow rate: 58.33 L/m,,,,12:55.6,->,Flow rate:,58.33,L/m
16:12:55.686 -> Flow rate: 66.67 L/m,,,,12:55.7,->,Flow rate:,66.67,L/m
16:12:55.780 -> Flow rate: 66.67 L/m,,,,12:55.8,->,Flow rate:,66.67,L/m
16:12:55.874 -> Flow rate: 66.67 L/m,,,,12:55.9,->,Flow rate:,66.67,L/m
16:12:55.968 -> Flow rate: 66.67 L/m,,,,12:56.0,->,Flow rate:,66.67,L/m
16:12:56.108 -> Flow rate: 66.67 L/m,,,,12:56.1,->,Flow rate:,66.67,L/m
16:12:56.203 -> Flow rate: 66.67 L/m,,,,12:56.2,->,Flow rate:,66.67,L/m
16:12:56.296 -> Flow rate: 66.67 L/m,,,,12:56.3,->,Flow rate:,66.67,L/m
16:12:56.390 -> Flow rate: 58.33 L/m,,,,12:56.4,->,Flow rate:,58.33,L/m
16:12:56.484 -> Flow rate: 66.67 L/m,,,,12:56.5,->,Flow rate:,66.67,L/m
16:12:56.578 -> Flow rate: 66.67 L/m,,,,12:56.6,->,Flow rate:,66.67,L/m
16:12:56.671 -> Flow rate: 58.33 L/m,,,,12:56.7,->,Flow rate:,58.33,L/m
16:12:56.812 -> Flow rate: 66.67 L/m,,,,12:56.8,->,Flow rate:,66.67,L/m
16:12:56.906 -> Flow rate: 66.67 L/m,,,,12:56.9,->,Flow rate:,66.67,L/m
16:12:57.000 -> Flow rate: 66.67 L/m,,,,12:57.0,->,Flow rate:,66.67,L/m
16:12:57.094 -> Flow rate: 58.33 L/m,,,,12:57.1,->,Flow rate:,58.33,L/m
16:12:57.188 -> Flow rate: 66.67 L/m,,,,12:57.2,->,Flow rate:,66.67,L/m
16:12:57.282 -> Flow rate: 66.67 L/m,,,,12:57.3,->,Flow rate:,66.67,L/m
16:12:57.375 -> Flow rate: 66.67 L/m,,,,12:57.4,->,Flow rate:,66.67,L/m
16:12:57.469 -> Flow rate: 66.67 L/m,,,,12:57.5,->,Flow rate:,66.67,L/m
16:12:57.610 -> Flow rate: 66.67 L/m,,,,12:57.6,->,Flow rate:,66.67,L/m
16:12:57.704 -> Flow rate: 66.67 L/m,,,,12:57.7,->,Flow rate:,66.67,L/m
16:12:57.798 -> Flow rate: 66.67 L/m,,,,12:57.8,->,Flow rate:,66.67,L/m
16:12:57.891 -> Flow rate: 66.67 L/m,,,,12:57.9,->,Flow rate:,66.67,L/m
16:12:57.985 -> Flow rate: 58.33 L/m,,,,12:58.0,->,Flow rate:,58.33,L/m
16:12:58.079 -> Flow rate: 66.67 L/m,,,,12:58.1,->,Flow rate:,66.67,L/m
16:12:58.173 -> Flow rate: 58.33 L/m,,,,12:58.2,->,Flow rate:,58.33,L/m
16:12:58.266 -> Flow rate: 50.00 L/m,,,,12:58.3,->,Flow rate:,50,L/m
16:12:58.407 -> Flow rate: 58.33 L/m,,,,12:58.4,->,Flow rate:,58.33,L/m
16:12:58.501 -> Flow rate: 58.33 L/m,,,,12:58.5,->,Flow rate:,58.33,L/m
16:12:58.594 -> Flow rate: 58.33 L/m,,,,12:58.6,->,Flow rate:,58.33,L/m
16:12:58.688 -> Flow rate: 58.33 L/m,,,,12:58.7,->,Flow rate:,58.33,L/m
16:12:58.782 -> Flow rate: 66.67 L/m,,,,12:58.8,->,Flow rate:,66.67,L/m
16:12:58.876 -> Flow rate: 58.33 L/m,,,,12:58.9,->,Flow rate:,58.33,L/m
16:12:58.970 -> Flow rate: 66.67 L/m,,,,12:59.0,->,Flow rate:,66.67,L/m
16:12:59.064 -> Flow rate: 66.67 L/m,,,,12:59.1,->,Flow rate:,66.67,L/m
16:12:59.204 -> Flow rate: 66.67 L/m,,,,12:59.2,->,Flow rate:,66.67,L/m
16:12:59.298 -> Flow rate: 66.67 L/m,,,,12:59.3,->,Flow rate:,66.67,L/m
16:12:59.392 -> Flow rate: 58.33 L/m,,,,12:59.4,->,Flow rate:,58.33,L/m
16:12:59.485 -> Flow rate: 66.67 L/m,,,,12:59.5,->,Flow rate:,66.67,L/m
16:12:59.579 -> Flow rate: 66.67 L/m,,,,12:59.6,->,Flow rate:,66.67,L/m
16:12:59.673 -> Flow rate: 66.67 L/m,,,,12:59.7,->,Flow rate:,66.67,L/m
16:12:59.767 -> Flow rate: 66.67 L/m,,,,12:59.8,->,Flow rate:,66.67,L/m
16:12:59.907 -> Flow rate: 66.67 L/m,,,,12:59.9,->,Flow rate:,66.67,L/m
16:13:00.001 -> Flow rate: 58.33 L/m,,,,13:00.0,->,Flow rate:,58.33,L/m
16:13:00.095 -> Flow rate: 66.67 L/m,,,,13:00.1,->,Flow rate:,66.67,L/m
16:13:00.189 -> Flow rate: 66.67 L/m,,,,13:00.2,->,Flow rate:,66.67,L/m
16:13:00.284 -> Flow rate: 66.67 L/m,,,,13:00.3,->,Flow rate:,66.67,L/m
16:13:00.377 -> Flow rate: 66.67 L/m,,,,13:00.4,->,Flow rate:,66.67,L/m
16:13:00.471 -> Flow rate: 66.67 L/m,,,,13:00.5,->,Flow rate:,66.67,L/m
16:13:00.612 -> Flow rate: 66.67 L/m,,,,13:00.6,->,Flow rate:,66.67,L/m
16:13:00.706 -> Flow rate: 66.67 L/m,,,,13:00.7,->,Flow rate:,66.67,L/m
16:13:00.799 -> Flow rate: 66.67 L/m,,,,13:00.8,->,Flow rate:,66.67,L/m
16:13:00.893 -> Flow rate: 66.67 L/m,,,,13:00.9,->,Flow rate:,66.67,L/m
16:13:00.987 -> Flow rate: 66.67 L/m,,,,13:01.0,->,Flow rate:,66.67,L/m
16:13:01.081 -> Flow rate: 66.67 L/m,,,,13:01.1,->,Flow rate:,66.67,L/m
16:13:01.175 -> Flow rate: 66.67 L/m,,,,13:01.2,->,Flow rate:,66.67,L/m
16:13:01.269 -> Flow rate: 58.33 L/m,,,,13:01.3,->,Flow rate:,58.33,L/m
16:13:01.409 -> Flow rate: 66.67 L/m,,,,13:01.4,->,Flow rate:,66.67,L/m
16:13:01.503 -> Flow rate: 66.67 L/m,,,,13:01.5,->,Flow rate:,66.67,L/m
16:13:01.597 -> Flow rate: 66.67 L/m,,,,13:01.6,->,Flow rate:,66.67,L/m
16:13:01.691 -> Flow rate: 66.67 L/m,,,,13:01.7,->,Flow rate:,66.67,L/m
16:13:01.784 -> Flow rate: 66.67 L/m,,,,13:01.8,->,Flow rate:,66.67,L/m
16:13:01.878 -> Flow rate: 58.33 L/m,,,,13:01.9,->,Flow rate:,58.33,L/m
16:13:01.972 -> Flow rate: 66.67 L/m,,,,13:02.0,->,Flow rate:,66.67,L/m
16:13:02.097 -> Flow rate: 66.67 L/m,,,,13:02.1,->,Flow rate:,66.67,L/m
16:13:02.191 -> Flow rate: 66.67 L/m,,,,13:02.2,->,Flow rate:,66.67,L/m
16:13:02.285 -> Flow rate: 58.33 L/m,,,,13:02.3,->,Flow rate:,58.33,L/m
16:13:02.379 -> Flow rate: 58.33 L/m,,,,13:02.4,->,Flow rate:,58.33,L/m
16:13:02.472 -> Flow rate: 66.67 L/m,,,,13:02.5,->,Flow rate:,66.67,L/m
16:13:02.566 -> Flow rate: 58.33 L/m,,,,13:02.6,->,Flow rate:,58.33,L/m
16:13:02.707 -> Flow rate: 66.67 L/m,,,,13:02.7,->,Flow rate:,66.67,L/m
16:13:02.801 -> Flow rate: 66.67 L/m,,,,13:02.8,->,Flow rate:,66.67,L/m
16:13:02.894 -> Flow rate: 58.33 L/m,,,,13:02.9,->,Flow rate:,58.33,L/m
16:13:02.988 -> Flow rate: 66.67 L/m,,,,13:03.0,->,Flow rate:,66.67,L/m
16:13:03.082 -> Flow rate: 66.67 L/m,,,,13:03.1,->,Flow rate:,66.67,L/m
16:13:03.176 -> Flow rate: 66.67 L/m,,,,13:03.2,->,Flow rate:,66.67,L/m
16:13:03.270 -> Flow rate: 58.33 L/m,,,,13:03.3,->,Flow rate:,58.33,L/m
16:13:03.411 -> Flow rate: 66.67 L/m,,,,13:03.4,->,Flow rate:,66.67,L/m
16:13:03.505 -> Flow rate: 66.67 L/m,,,,13:03.5,->,Flow rate:,66.67,L/m
16:13:03.599 -> Flow rate: 58.33 L/m,,,,13:03.6,->,Flow rate:,58.33,L/m
16:13:03.692 -> Flow rate: 66.67 L/m,,,,13:03.7,->,Flow rate:,66.67,L/m
16:13:03.786 -> Flow rate: 66.67 L/m,,,,13:03.8,->,Flow rate:,66.67,L/m
16:13:03.880 -> Flow rate: 66.67 L/m,,,,13:03.9,->,Flow rate:,66.67,L/m
16:13:03.974 -> Flow rate: 66.67 L/m,,,,13:04.0,->,Flow rate:,66.67,L/m
16:13:04.067 -> Flow rate: 66.67 L/m,,,,13:04.1,->,Flow rate:,66.67,L/m
16:13:04.208 -> Flow rate: 66.67 L/m,,,,13:04.2,->,Flow rate:,66.67,L/m
16:13:04.302 -> Flow rate: 58.33 L/m,,,,13:04.3,->,Flow rate:,58.33,L/m
16:13:04.396 -> Flow rate: 66.67 L/m,,,,13:04.4,->,Flow rate:,66.67,L/m
16:13:04.489 -> Flow rate: 66.67 L/m,,,,13:04.5,->,Flow rate:,66.67,L/m
16:13:04.583 -> Flow rate: 66.67 L/m,,,,13:04.6,->,Flow rate:,66.67,L/m
16:13:04.677 -> Flow rate: 66.67 L/m,,,,13:04.7,->,Flow rate:,66.67,L/m
16:13:04.771 -> Flow rate: 58.33 L/m,,,,13:04.8,->,Flow rate:,58.33,L/m
16:13:04.911 -> Flow rate: 66.67 L/m,,,,13:04.9,->,Flow rate:,66.67,L/m
16:13:05.005 -> Flow rate: 58.33 L/m,,,,13:05.0,->,Flow rate:,58.33,L/m
16:13:05.099 -> Flow rate: 66.67 L/m,,,,13:05.1,->,Flow rate:,66.67,L/m
16:13:05.193 -> Flow rate: 66.67 L/m,,,,13:05.2,->,Flow rate:,66.67,L/m
16:13:05.286 -> Flow rate: 66.67 L/m,,,,13:05.3,->,Flow rate:,66.67,L/m
16:13:05.380 -> Flow rate: 66.67 L/m,,,,13:05.4,->,Flow rate:,66.67,L/m
16:13:05.474 -> Flow rate: 66.67 L/m,,,,13:05.5,->,Flow rate:,66.67,L/m
16:13:05.614 -> Flow rate: 58.33 L/m,,,,13:05.6,->,Flow rate:,58.33,L/m
16:13:05.708 -> Flow rate: 66.67 L/m,,,,13:05.7,->,Flow rate:,66.67,L/m
16:13:05.802 -> Flow rate: 66.67 L/m,,,,13:05.8,->,Flow rate:,66.67,L/m
16:13:05.896 -> Flow rate: 66.67 L/m,,,,13:05.9,->,Flow rate:,66.67,L/m
16:13:05.990 -> Flow rate: 66.67 L/m,,,,13:06.0,->,Flow rate:,66.67,L/m
16:13:06.084 -> Flow rate: 66.67 L/m,,,,13:06.1,->,Flow rate:,66.67,L/m
16:13:06.177 -> Flow rate: 66.67 L/m,,,,13:06.2,->,Flow rate:,66.67,L/m
16:13:06.271 -> Flow rate: 66.67 L/m,,,,13:06.3,->,Flow rate:,66.67,L/m
16:13:06.412 -> Flow rate: 66.67 L/m,,,,13:06.4,->,Flow rate:,66.67,L/m
16:13:06.505 -> Flow rate: 66.67 L/m,,,,13:06.5,->,Flow rate:,66.67,L/m
16:13:06.599 -> Flow rate: 66.67 L/m,,,,13:06.6,->,Flow rate:,66.67,L/m
16:13:06.693 -> Flow rate: 66.67 L/m,,,,13:06.7,->,Flow rate:,66.67,L/m
16:13:06.787 -> Flow rate: 66.67 L/m,,,,13:06.8,->,Flow rate:,66.67,L/m
16:13:06.880 -> Flow rate: 66.67 L/m,,,,13:06.9,->,Flow rate:,66.67,L/m
16:13:06.974 -> Flow rate: 66.67 L/m,,,,13:07.0,->,Flow rate:,66.67,L/m
16:13:07.068 -> Flow rate: 66.67 L/m,,,,13:07.1,->,Flow rate:,66.67,L/m
16:13:07.209 -> Flow rate: 66.67 L/m,,,,13:07.2,->,Flow rate:,66.67,L/m
16:13:07.302 -> Flow rate: 58.33 L/m,,,,13:07.3,->,Flow rate:,58.33,L/m
16:13:07.396 -> Flow rate: 66.67 L/m,,,,13:07.4,->,Flow rate:,66.67,L/m
16:13:07.490 -> Flow rate: 66.67 L/m,,,,13:07.5,->,Flow rate:,66.67,L/m
16:13:07.584 -> Flow rate: 66.67 L/m,,,,13:07.6,->,Flow rate:,66.67,L/m
16:13:07.677 -> Flow rate: 58.33 L/m,,,,13:07.7,->,Flow rate:,58.33,L/m
16:13:07.771 -> Flow rate: 66.67 L/m,,,,13:07.8,->,Flow rate:,66.67,L/m
16:13:07.865 -> Flow rate: 58.33 L/m,,,,13:07.9,->,Flow rate:,58.33,L/m
16:13:08.005 -> Flow rate: 66.67 L/m,,,,13:08.0,->,Flow rate:,66.67,L/m
16:13:08.099 -> Flow rate: 58.33 L/m,,,,13:08.1,->,Flow rate:,58.33,L/m
16:13:08.193 -> Flow rate: 708.33 L/m,,,,13:08.2,->,Flow rate:,70.83,L/m
16:13:08.271 -> Flow rate: 58.33 L/m,,,,13:08.3,->,Flow rate:,58.33,L/m
16:13:08.396 -> Flow rate: 25.00 L/m,,,,13:08.4,->,Flow rate:,25,L/m
16:13:08.490 -> Flow rate: 8.33 L/m,,,,13:08.5,->,Flow rate:,8.33,L/m
16:13:08.584 -> Flow rate: 16.67 L/m,,,,13:08.6,->,Flow rate:,16.67,L/m
16:13:08.679 -> Flow rate: 0.00 L/m,,,,13:08.7,->,Flow rate:,0,L/m
16:13:08.773 -> Flow rate: 8.33 L/m,,,,13:08.8,->,Flow rate:,8.33,L/m
16:13:08.867 -> Flow rate: 8.33 L/m,,,,13:08.9,->,Flow rate:,8.33,L/m
16:13:09.008 -> Flow rate: 0.00 L/m,,,,13:09.0,->,Flow rate:,0,L/m
16:13:09.102 -> Flow rate: 8.33 L/m,,,,13:09.1,->,Flow rate:,8.33,L/m
16:13:09.195 -> Flow rate: 0.00 L/m,,,,13:09.2,->,Flow rate:,0,L/m
16:13:09.289 -> Flow rate: 0.00 L/m,,,,13:09.3,->,Flow rate:,0,L/m
