TimeStamp,Unit,,,TimeStamp,,Values_60
16:31:56.920 -> 50.8,kPa,,,31:56.9,->,50.8
16:31:57.014 -> 50.8,kPa,,,31:57.0,->,50.8
16:31:57.107 -> 48.9,kPa,,,31:57.1,->,48.9
16:31:57.201 -> 46.9,kPa,,,31:57.2,->,46.9
16:31:57.326 -> 46.9,kPa,,,31:57.3,->,46.9
16:31:57.405 -> 46.9,kPa,,,31:57.4,->,46.9
16:31:57.545 -> 48.9,kPa,,,31:57.5,->,48.9
16:31:57.639 -> 46.9,kPa,,,31:57.6,->,46.9
16:31:57.733 -> 46.9,kPa,,,31:57.7,->,46.9
16:31:57.811 -> 46.9,kPa,,,31:57.8,->,46.9
16:31:57.905 -> 48.9,kPa,,,31:57.9,->,48.9
16:31:57.999 -> 46.9,kPa,,,31:58.0,->,46.9
16:31:58.139 -> 46.9,kPa,,,31:58.1,->,46.9
16:31:58.233 -> 48.9,kPa,,,31:58.2,->,48.9
16:31:58.327 -> 48.9,kPa,,,31:58.3,->,48.9
16:31:58.436 -> 50.8,kPa,,,31:58.4,->,50.8
16:31:58.530 -> 50.8,kPa,,,31:58.5,->,50.8
16:31:58.624 -> 52.8,kPa,,,31:58.6,->,52.8
16:31:58.734 -> 52.8,kPa,,,31:58.7,->,52.8
16:31:58.827 -> 52.8,kPa,,,31:58.8,->,52.8
16:31:58.921 -> 50.8,kPa,,,31:58.9,->,50.8
16:31:59.015 -> 50.8,kPa,,,31:59.0,->,50.8
16:31:59.156 -> 54.7,kPa,,,31:59.2,->,54.7
16:31:59.249 -> 54.7,kPa,,,31:59.2,->,54.7
16:31:59.343 -> 52.8,kPa,,,31:59.3,->,52.8
16:31:59.437 -> 52.8,kPa,,,31:59.4,->,52.8
16:31:59.531 -> 52.8,kPa,,,31:59.5,->,52.8
16:31:59.624 -> 52.8,kPa,,,31:59.6,->,52.8
16:31:59.734 -> 50.8,kPa,,,31:59.7,->,50.8
16:31:59.827 -> 50.8,kPa,,,31:59.8,->,50.8
16:31:59.921 -> 50.8,kPa,,,31:59.9,->,50.8
16:32:00.031 -> 50.8,kPa,,,32:00.0,->,50.8
16:32:00.125 -> 48.9,kPa,,,32:00.1,->,48.9
16:32:00.219 -> 50.8,kPa,,,32:00.2,->,50.8
16:32:00.312 -> 48.9,kPa,,,32:00.3,->,48.9
16:32:00.453 -> 48.9,kPa,,,32:00.5,->,48.9
16:32:00.547 -> 48.9,kPa,,,32:00.5,->,48.9
16:32:00.640 -> 50.8,kPa,,,32:00.6,->,50.8
16:32:00.734 -> 50.8,kPa,,,32:00.7,->,50.8
16:32:00.828 -> 48.9,kPa,,,32:00.8,->,48.9
16:32:00.922 -> 50.8,kPa,,,32:00.9,->,50.8
16:32:01.062 -> 50.8,kPa,,,32:01.1,->,50.8
16:32:01.156 -> 50.8,kPa,,,32:01.2,->,50.8
16:32:01.250 -> 50.8,kPa,,,32:01.3,->,50.8
16:32:01.344 -> 50.8,kPa,,,32:01.3,->,50.8
16:32:01.438 -> 50.8,kPa,,,32:01.4,->,50.8
16:32:01.532 -> 50.8,kPa,,,32:01.5,->,50.8
16:32:01.625 -> 45.0,kPa,,,32:01.6,->,45
16:32:01.719 -> 46.9,kPa,,,32:01.7,->,46.9
16:32:01.829 -> 45.0,kPa,,,32:01.8,->,45
16:32:01.922 -> 45.0,kPa,,,32:01.9,->,45
16:32:02.063 -> 43.0,kPa,,,32:02.1,->,43
16:32:02.157 -> 45.0,kPa,,,32:02.2,->,45
16:32:02.250 -> 45.0,kPa,,,32:02.2,->,45
16:32:02.344 -> 43.0,kPa,,,32:02.3,->,43
16:32:02.438 -> 45.0,kPa,,,32:02.4,->,45
16:32:02.532 -> 46.9,kPa,,,32:02.5,->,46.9
16:32:02.673 -> 48.9,kPa,,,32:02.7,->,48.9
16:32:02.766 -> 48.9,kPa,,,32:02.8,->,48.9
16:32:02.860 -> 50.8,kPa,,,32:02.9,->,50.8
16:32:02.954 -> 52.8,kPa,,,32:03.0,->,52.8
16:32:03.048 -> 50.8,kPa,,,32:03.0,->,50.8
16:32:03.141 -> 50.8,kPa,,,32:03.1,->,50.8
16:32:03.235 -> 52.8,kPa,,,32:03.2,->,52.8
16:32:03.376 -> 52.8,kPa,,,32:03.4,->,52.8
16:32:03.438 -> 52.8,kPa,,,32:03.4,->,52.8
16:32:03.579 -> 52.8,kPa,,,32:03.6,->,52.8
16:32:03.673 -> 50.8,kPa,,,32:03.7,->,50.8
16:32:03.766 -> 50.8,kPa,,,32:03.8,->,50.8
16:32:03.860 -> 52.8,kPa,,,32:03.9,->,52.8
16:32:03.954 -> 50.8,kPa,,,32:04.0,->,50.8
16:32:04.048 -> 50.8,kPa,,,32:04.0,->,50.8
16:32:04.142 -> 48.9,kPa,,,32:04.1,->,48.9
16:32:04.282 -> 50.8,kPa,,,32:04.3,->,50.8
16:32:04.361 -> 48.9,kPa,,,32:04.4,->,48.9
16:32:04.454 -> 50.8,kPa,,,32:04.5,->,50.8
16:32:04.548 -> 50.8,kPa,,,32:04.5,->,50.8
16:32:04.642 -> 52.8,kPa,,,32:04.6,->,52.8
16:32:04.736 -> 52.8,kPa,,,32:04.7,->,52.8
16:32:04.876 -> 50.8,kPa,,,32:04.9,->,50.8
16:32:04.970 -> 50.8,kPa,,,32:05.0,->,50.8
16:32:05.064 -> 52.8,kPa,,,32:05.1,->,52.8
16:32:05.157 -> 52.8,kPa,,,32:05.2,->,52.8
16:32:05.251 -> 50.8,kPa,,,32:05.3,->,50.8
16:32:05.345 -> 50.8,kPa,,,32:05.3,->,50.8
16:32:05.456 -> 48.9,kPa,,,32:05.5,->,48.9
16:32:05.549 -> 50.8,kPa,,,32:05.5,->,50.8
16:32:05.643 -> 48.9,kPa,,,32:05.6,->,48.9
16:32:05.768 -> 48.9,kPa,,,32:05.8,->,48.9
16:32:05.862 -> 48.9,kPa,,,32:05.9,->,48.9
16:32:05.956 -> 46.9,kPa,,,32:06.0,->,46.9
16:32:06.049 -> 46.9,kPa,,,32:06.0,->,46.9
16:32:06.143 -> 48.9,kPa,,,32:06.1,->,48.9
16:32:06.284 -> 48.9,kPa,,,32:06.3,->,48.9
16:32:06.377 -> 50.8,kPa,,,32:06.4,->,50.8
16:32:06.471 -> 52.8,kPa,,,32:06.5,->,52.8
16:32:06.581 -> 52.8,kPa,,,32:06.6,->,52.8
16:32:06.674 -> 50.8,kPa,,,32:06.7,->,50.8
16:32:06.768 -> 52.8,kPa,,,32:06.8,->,52.8
16:32:06.862 -> 50.8,kPa,,,32:06.9,->,50.8
16:32:06.956 -> 50.8,kPa,,,32:07.0,->,50.8
16:32:07.050 -> 50.8,kPa,,,32:07.1,->,50.8
16:32:07.190 -> 52.8,kPa,,,32:07.2,->,52.8
16:32:07.284 -> 52.8,kPa,,,32:07.3,->,52.8
16:32:07.378 -> 52.8,kPa,,,32:07.4,->,52.8
16:32:07.456 -> 52.8,kPa,,,32:07.5,->,52.8
16:32:07.597 -> 52.8,kPa,,,32:07.6,->,52.8
16:32:07.691 -> 52.8,kPa,,,32:07.7,->,52.8
16:32:07.784 -> 52.8,kPa,,,32:07.8,->,52.8
16:32:07.878 -> 52.8,kPa,,,32:07.9,->,52.8
16:32:07.972 -> 52.8,kPa,,,32:08.0,->,52.8
16:32:08.066 -> 50.8,kPa,,,32:08.1,->,50.8
16:32:08.160 -> 50.8,kPa,,,32:08.2,->,50.8
16:32:08.300 -> 52.8,kPa,,,32:08.3,->,52.8
16:32:08.394 -> 52.8,kPa,,,32:08.4,->,52.8
16:32:08.488 -> 50.8,kPa,,,32:08.5,->,50.8
16:32:08.582 -> 50.8,kPa,,,32:08.6,->,50.8
16:32:08.675 -> 50.8,kPa,,,32:08.7,->,50.8
16:32:08.769 -> 52.8,kPa,,,32:08.8,->,52.8
16:32:08.863 -> 52.8,kPa,,,32:08.9,->,52.8
16:32:09.004 -> 52.8,kPa,,,32:09.0,->,52.8
16:32:09.097 -> 50.8,kPa,,,32:09.1,->,50.8
16:32:09.191 -> 50.8,kPa,,,32:09.2,->,50.8
16:32:09.285 -> 50.8,kPa,,,32:09.3,->,50.8
16:32:09.394 -> 50.8,kPa,,,32:09.4,->,50.8
16:32:09.472 -> 50.8,kPa,,,32:09.5,->,50.8
16:32:09.582 -> 50.8,kPa,,,32:09.6,->,50.8
16:32:09.676 -> 48.9,kPa,,,32:09.7,->,48.9
16:32:09.770 -> 45.0,kPa,,,32:09.8,->,45
16:32:09.910 -> 45.0,kPa,,,32:09.9,->,45
16:32:10.004 -> 43.0,kPa,,,32:10.0,->,43
16:32:10.098 -> 45.0,kPa,,,32:10.1,->,45
16:32:10.192 -> 45.0,kPa,,,32:10.2,->,45
16:32:10.285 -> 46.9,kPa,,,32:10.3,->,46.9
16:32:10.379 -> 48.9,kPa,,,32:10.4,->,48.9
16:32:10.473 -> 50.8,kPa,,,32:10.5,->,50.8
16:32:10.567 -> 50.8,kPa,,,32:10.6,->,50.8
16:32:10.707 -> 52.8,kPa,,,32:10.7,->,52.8
16:32:10.801 -> 50.8,kPa,,,32:10.8,->,50.8
16:32:10.895 -> 50.8,kPa,,,32:10.9,->,50.8
16:32:10.989 -> 50.8,kPa,,,32:11.0,->,50.8
16:32:11.082 -> 52.8,kPa,,,32:11.1,->,52.8
16:32:11.176 -> 50.8,kPa,,,32:11.2,->,50.8
16:32:11.285 -> 50.8,kPa,,,32:11.3,->,50.8
16:32:11.379 -> 52.8,kPa,,,32:11.4,->,52.8
16:32:11.488 -> 52.8,kPa,,,32:11.5,->,52.8
16:32:11.614 -> 52.8,kPa,,,32:11.6,->,52.8
16:32:11.707 -> 50.8,kPa,,,32:11.7,->,50.8
16:32:11.801 -> 50.8,kPa,,,32:11.8,->,50.8
16:32:11.895 -> 52.8,kPa,,,32:11.9,->,52.8
16:32:11.989 -> 50.8,kPa,,,32:12.0,->,50.8
16:32:12.098 -> 48.9,kPa,,,32:12.1,->,48.9
16:32:12.192 -> 48.9,kPa,,,32:12.2,->,48.9
16:32:12.286 -> 46.9,kPa,,,32:12.3,->,46.9
16:32:12.380 -> 46.9,kPa,,,32:12.4,->,46.9
16:32:12.520 -> 50.8,kPa,,,32:12.5,->,50.8
16:32:12.615 -> 52.8,kPa,,,32:12.6,->,52.8
16:32:12.708 -> 52.8,kPa,,,32:12.7,->,52.8
16:32:12.802 -> 50.8,kPa,,,32:12.8,->,50.8
16:32:12.896 -> 50.8,kPa,,,32:12.9,->,50.8
16:32:12.990 -> 50.8,kPa,,,32:13.0,->,50.8
16:32:13.083 -> 50.8,kPa,,,32:13.1,->,50.8
16:32:13.224 -> 50.8,kPa,,,32:13.2,->,50.8
16:32:13.318 -> 50.8,kPa,,,32:13.3,->,50.8
16:32:13.412 -> 48.9,kPa,,,32:13.4,->,48.9
16:32:13.552 -> 48.9,kPa,,,32:13.6,->,48.9
16:32:13.600 -> 50.8,kPa,,,32:13.6,->,50.8
16:32:13.694 -> 48.9,kPa,,,32:13.7,->,48.9
16:32:13.787 -> 50.8,kPa,,,32:13.8,->,50.8
16:32:13.928 -> 50.8,kPa,,,32:13.9,->,50.8
16:32:14.022 -> 50.8,kPa,,,32:14.0,->,50.8
16:32:14.116 -> 50.8,kPa,,,32:14.1,->,50.8
16:32:14.209 -> 48.9,kPa,,,32:14.2,->,48.9
16:32:14.303 -> 48.9,kPa,,,32:14.3,->,48.9
16:32:14.397 -> 48.9,kPa,,,32:14.4,->,48.9
16:32:14.506 -> 48.9,kPa,,,32:14.5,->,48.9
16:32:14.631 -> 52.8,kPa,,,32:14.6,->,52.8
16:32:14.725 -> 50.8,kPa,,,32:14.7,->,50.8
16:32:14.834 -> 54.7,kPa,,,32:14.8,->,54.7
16:32:14.928 -> 54.7,kPa,,,32:14.9,->,54.7
16:32:15.022 -> 52.8,kPa,,,32:15.0,->,52.8
16:32:15.116 -> 52.8,kPa,,,32:15.1,->,52.8
16:32:15.210 -> 52.8,kPa,,,32:15.2,->,52.8
16:32:15.304 -> 52.8,kPa,,,32:15.3,->,52.8
16:32:15.397 -> 54.7,kPa,,,32:15.4,->,54.7
16:32:15.507 -> 52.8,kPa,,,32:15.5,->,52.8
16:32:15.632 -> 52.8,kPa,,,32:15.6,->,52.8
16:32:15.726 -> 52.8,kPa,,,32:15.7,->,52.8
16:32:15.819 -> 52.8,kPa,,,32:15.8,->,52.8
16:32:15.913 -> 52.8,kPa,,,32:15.9,->,52.8
16:32:16.022 -> 52.8,kPa,,,32:16.0,->,52.8
16:32:16.116 -> 50.8,kPa,,,32:16.1,->,50.8
16:32:16.210 -> 52.8,kPa,,,32:16.2,->,52.8
16:32:16.304 -> 50.8,kPa,,,32:16.3,->,50.8
16:32:16.398 -> 50.8,kPa,,,32:16.4,->,50.8
16:32:16.523 -> 50.8,kPa,,,32:16.5,->,50.8
16:32:16.632 -> 50.8,kPa,,,32:16.6,->,50.8
16:32:16.726 -> 50.8,kPa,,,32:16.7,->,50.8
16:32:16.820 -> 50.8,kPa,,,32:16.8,->,50.8
16:32:16.914 -> 48.9,kPa,,,32:16.9,->,48.9
16:32:17.007 -> 50.8,kPa,,,32:17.0,->,50.8
16:32:17.148 -> 50.8,kPa,,,32:17.1,->,50.8
16:32:17.226 -> 50.8,kPa,,,32:17.2,->,50.8
16:32:17.320 -> 50.8,kPa,,,32:17.3,->,50.8
16:32:17.429 -> 52.8,kPa,,,32:17.4,->,52.8
16:32:17.523 -> 52.8,kPa,,,32:17.5,->,52.8
16:32:17.617 -> 52.8,kPa,,,32:17.6,->,52.8
16:32:17.711 -> 52.8,kPa,,,32:17.7,->,52.8
16:32:17.820 -> 52.8,kPa,,,32:17.8,->,52.8
16:32:17.914 -> 50.8,kPa,,,32:17.9,->,50.8
16:32:18.055 -> 50.8,kPa,,,32:18.1,->,50.8
16:32:18.148 -> 52.8,kPa,,,32:18.1,->,52.8
16:32:18.242 -> 50.8,kPa,,,32:18.2,->,50.8
16:32:18.336 -> 52.8,kPa,,,32:18.3,->,52.8
16:32:18.430 -> 52.8,kPa,,,32:18.4,->,52.8
16:32:18.523 -> 50.8,kPa,,,32:18.5,->,50.8
16:32:18.617 -> 50.8,kPa,,,32:18.6,->,50.8
16:32:18.758 -> 50.8,kPa,,,32:18.8,->,50.8
16:32:18.852 -> 50.8,kPa,,,32:18.9,->,50.8
16:32:18.930 -> 52.8,kPa,,,32:18.9,->,52.8
16:32:19.023 -> 52.8,kPa,,,32:19.0,->,52.8
16:32:19.118 -> 50.8,kPa,,,32:19.1,->,50.8
16:32:19.258 -> 50.8,kPa,,,32:19.3,->,50.8
16:32:19.352 -> 50.8,kPa,,,32:19.4,->,50.8
16:32:19.446 -> 54.7,kPa,,,32:19.4,->,54.7
16:32:19.539 -> 52.8,kPa,,,32:19.5,->,52.8
16:32:19.633 -> 52.8,kPa,,,32:19.6,->,52.8
16:32:19.727 -> 54.7,kPa,,,32:19.7,->,54.7
16:32:19.836 -> 50.8,kPa,,,32:19.8,->,50.8
16:32:19.930 -> 54.7,kPa,,,32:19.9,->,54.7
16:32:20.024 -> 54.7,kPa,,,32:20.0,->,54.7
16:32:20.164 -> 54.7,kPa,,,32:20.2,->,54.7
16:32:20.258 -> 52.8,kPa,,,32:20.3,->,52.8
16:32:20.352 -> 52.8,kPa,,,32:20.4,->,52.8
16:32:20.478 -> 52.8,kPa,,,32:20.5,->,52.8
16:32:20.571 -> 54.7,kPa,,,32:20.6,->,54.7
16:32:20.650 -> 54.7,kPa,,,32:20.7,->,54.7
16:32:20.743 -> 52.8,kPa,,,32:20.7,->,52.8
16:32:20.837 -> 50.8,kPa,,,32:20.8,->,50.8
16:32:20.931 -> 50.8,kPa,,,32:20.9,->,50.8
16:32:21.071 -> 52.8,kPa,,,32:21.1,->,52.8
16:32:21.165 -> 50.8,kPa,,,32:21.2,->,50.8
16:32:21.259 -> 48.9,kPa,,,32:21.3,->,48.9
16:32:21.353 -> 46.9,kPa,,,32:21.4,->,46.9
16:32:21.446 -> 46.9,kPa,,,32:21.4,->,46.9
16:32:21.540 -> 45.0,kPa,,,32:21.5,->,45
16:32:21.650 -> 46.9,kPa,,,32:21.7,->,46.9
16:32:21.743 -> 48.9,kPa,,,32:21.7,->,48.9
16:32:21.837 -> 48.9,kPa,,,32:21.8,->,48.9
16:32:21.978 -> 50.8,kPa,,,32:22.0,->,50.8
16:32:22.072 -> 50.8,kPa,,,32:22.1,->,50.8
16:32:22.166 -> 52.8,kPa,,,32:22.2,->,52.8
16:32:22.259 -> 52.8,kPa,,,32:22.3,->,52.8
16:32:22.353 -> 50.8,kPa,,,32:22.4,->,50.8
16:32:22.447 -> 50.8,kPa,,,32:22.4,->,50.8
16:32:22.556 -> 50.8,kPa,,,32:22.6,->,50.8
16:32:22.666 -> 52.8,kPa,,,32:22.7,->,52.8
16:32:22.760 -> 52.8,kPa,,,32:22.8,->,52.8
16:32:22.854 -> 50.8,kPa,,,32:22.9,->,50.8
16:32:22.947 -> 50.8,kPa,,,32:22.9,->,50.8
16:32:23.057 -> 50.8,kPa,,,32:23.1,->,50.8
16:32:23.151 -> 50.8,kPa,,,32:23.2,->,50.8
16:32:23.245 -> 50.8,kPa,,,32:23.2,->,50.8
16:32:23.338 -> 50.8,kPa,,,32:23.3,->,50.8
16:32:23.495 -> 50.8,kPa,,,32:23.5,->,50.8
16:32:23.557 -> 50.8,kPa,,,32:23.6,->,50.8
16:32:23.651 -> 50.8,kPa,,,32:23.7,->,50.8
16:32:23.745 -> 52.8,kPa,,,32:23.7,->,52.8
16:32:23.885 -> 52.8,kPa,,,32:23.9,->,52.8
16:32:23.979 -> 52.8,kPa,,,32:24.0,->,52.8
16:32:24.073 -> 52.8,kPa,,,32:24.1,->,52.8
16:32:24.167 -> 52.8,kPa,,,32:24.2,->,52.8
16:32:24.260 -> 52.8,kPa,,,32:24.3,->,52.8
16:32:24.354 -> 52.8,kPa,,,32:24.4,->,52.8
16:32:24.448 -> 52.8,kPa,,,32:24.4,->,52.8
16:32:24.558 -> 52.8,kPa,,,32:24.6,->,52.8
16:32:24.683 -> 52.8,kPa,,,32:24.7,->,52.8
16:32:24.776 -> 52.8,kPa,,,32:24.8,->,52.8
16:32:24.870 -> 50.8,kPa,,,32:24.9,->,50.8
16:32:24.964 -> 50.8,kPa,,,32:25.0,->,50.8
16:32:25.058 -> 50.8,kPa,,,32:25.1,->,50.8
16:32:25.151 -> 50.8,kPa,,,32:25.2,->,50.8
16:32:25.292 -> 52.8,kPa,,,32:25.3,->,52.8
16:32:25.386 -> 50.8,kPa,,,32:25.4,->,50.8
16:32:25.511 -> 52.8,kPa,,,32:25.5,->,52.8
16:32:25.558 -> 48.9,kPa,,,32:25.6,->,48.9
16:32:25.729 -> 46.9,kPa,,,32:25.7,->,46.9
16:32:25.792 -> 45.0,kPa,,,32:25.8,->,45
16:32:25.886 -> 45.0,kPa,,,32:25.9,->,45
16:32:25.980 -> 45.0,kPa,,,32:26.0,->,45
16:32:26.073 -> 45.0,kPa,,,32:26.1,->,45
16:32:26.183 -> 45.0,kPa,,,32:26.2,->,45
16:32:26.277 -> 46.9,kPa,,,32:26.3,->,46.9
16:32:26.370 -> 45.0,kPa,,,32:26.4,->,45
16:32:26.464 -> 45.0,kPa,,,32:26.5,->,45
16:32:26.605 -> 46.9,kPa,,,32:26.6,->,46.9
16:32:26.698 -> 48.9,kPa,,,32:26.7,->,48.9
16:32:26.792 -> 50.8,kPa,,,32:26.8,->,50.8
16:32:26.886 -> 50.8,kPa,,,32:26.9,->,50.8
16:32:26.980 -> 48.9,kPa,,,32:27.0,->,48.9
16:32:27.073 -> 48.9,kPa,,,32:27.1,->,48.9
16:32:27.167 -> 50.8,kPa,,,32:27.2,->,50.8
16:32:27.308 -> 50.8,kPa,,,32:27.3,->,50.8
16:32:27.402 -> 50.8,kPa,,,32:27.4,->,50.8
16:32:27.496 -> 52.8,kPa,,,32:27.5,->,52.8
16:32:27.589 -> 50.8,kPa,,,32:27.6,->,50.8
16:32:27.684 -> 52.8,kPa,,,32:27.7,->,52.8
16:32:27.793 -> 52.8,kPa,,,32:27.8,->,52.8
16:32:27.887 -> 52.8,kPa,,,32:27.9,->,52.8
16:32:27.981 -> 52.8,kPa,,,32:28.0,->,52.8
16:32:28.074 -> 50.8,kPa,,,32:28.1,->,50.8
16:32:28.168 -> 52.8,kPa,,,32:28.2,->,52.8
16:32:28.309 -> 52.8,kPa,,,32:28.3,->,52.8
16:32:28.402 -> -1.9,kPa,,,32:28.4,->,-1.9
16:32:28.496 -> 0.0,kPa,,,32:28.5,->,0
16:32:28.590 -> 0.0,kPa,,,32:28.6,->,0
16:32:28.684 -> 0.0,kPa,,,32:28.7,->,0
16:32:28.809 -> 0.0,kPa,,,32:28.8,->,0
16:32:28.876 -> -1.9,kPa,,,32:28.9,->,-1.9
16:32:29.014 -> -1.9,kPa,,,32:29.0,->,-1.9
16:32:29.108 -> 0.0,kPa,,,32:29.1,->,0
16:32:29.202 -> -1.9,kPa,,,32:29.2,->,-1.9
16:32:29.297 -> 0.0,kPa,,,32:29.3,->,0
16:32:29.390 -> 0.0,kPa,,,32:29.4,->,0
16:32:29.484 -> 0.0,kPa,,,32:29.5,->,0
